OG0012315	DB47_00014285-RA	ABT39_00035779-RB
OG0016378	DB47_00003447-RA	ABT39_00001502-RA
OG0016379	DB47_00027465-RA	ABT39_00103948-RA
OG0016380	DB47_00045191-RA	ABT39_00080229-RA
OG0016383	DB47_00041672-RA	ABT39_00069608-RA
OG0016385	DB47_00045884-RA	ABT39_00052904-RA
OG0016386	DB47_00024027-RB	ABT39_00099362-RA
OG0016387	DB47_00000725-RE	ABT39_00002801-RF
OG0016390	DB47_00016011-RA	ABT39_00020962-RB
OG0016392	DB47_00006593-RB	ABT39_00019694-RA
OG0016393	DB47_00018618-RA	ABT39_00101143-RA
OG0016395	DB47_00028078-RA	ABT39_00088526-RA
OG0016398	DB47_00029256-RC	ABT39_00006793-RB
OG0016399	DB47_00042267-RA	ABT39_00056867-RA
OG0016405	DB47_00005273-RA	ABT39_00034028-RA
OG0016407	DB47_00055099-RA	ABT39_00067470-RA
OG0016409	DB47_00004850-RG	ABT39_00032626-RB
OG0016410	DB47_00004934-RD	ABT39_00019665-RB
OG0016411	DB47_00010605-RA	ABT39_00090160-RA
OG0016412	DB47_00010480-RB	ABT39_00012873-RE
OG0016413	DB47_00002533-RJ	ABT39_00004154-RM
OG0016422	DB47_00045530-RB	ABT39_00030341-RA
OG0016424	DB47_00019367-RA	ABT39_00054642-RA
OG0016425	DB47_00009099-RA	ABT39_00014429-RF
OG0016429	DB47_00040879-RC	ABT39_00097818-RA
OG0016433	DB47_00035756-RB	ABT39_00002750-RA
OG0016437	DB47_00054177-RA	ABT39_00035631-RA
OG0016438	DB47_00029965-RA	ABT39_00003127-RA
OG0016439	DB47_00017197-RC	ABT39_00013180-RB
OG0016445	DB47_00011130-RC	ABT39_00046894-RD
OG0016446	DB47_00050300-RA	ABT39_00038762-RA
OG0016447	DB47_00055214-RA	ABT39_00025497-RB
OG0016451	DB47_00010771-RA	ABT39_00004250-RA
OG0016452	DB47_00070440-RA	ABT39_00107187-RA
OG0016455	DB47_00025397-RB	ABT39_00002284-RC
OG0016457	DB47_00029049-RA	ABT39_00003060-RB
OG0016458	DB47_00008628-RB	ABT39_00017005-RC
OG0016459	DB47_00033726-RA	ABT39_00054856-RC
OG0016460	DB47_00058997-RA	ABT39_00053359-RA
OG0016464	DB47_00021553-RA	ABT39_00028302-RB
OG0016465	DB47_00013128-RA	ABT39_00083145-RA
OG0016466	DB47_00022906-RA	ABT39_00041878-RA
OG0016469	DB47_00073367-RA	ABT39_00038421-RB
OG0016470	DB47_00055372-RA	ABT39_00072310-RA
OG0016471	DB47_00043913-RA	ABT39_00048787-RA
OG0016472	DB47_00071499-RA	ABT39_00081979-RA
OG0016474	DB47_00023221-RA	ABT39_00043692-RA
OG0016478	DB47_00046873-RB	ABT39_00078524-RA
OG0016479	DB47_00040856-RA	ABT39_00036498-RA
OG0016480	DB47_00022926-RA	ABT39_00080651-RA
OG0016483	DB47_00033728-RB	ABT39_00066371-RA
OG0016484	DB47_00026590-RB	ABT39_00066410-RC
OG0016485	DB47_00075251-RA	ABT39_00095998-RA
OG0016488	DB47_00045553-RA	ABT39_00073906-RA
OG0016489	DB47_00070191-RA	ABT39_00101404-RA
OG0016492	DB47_00004605-RA	ABT39_00087000-RB
OG0016495	DB47_00008018-RJ	ABT39_00060223-RA
OG0016500	DB47_00002540-RB	ABT39_00002689-RB
OG0016502	DB47_00059783-RA	ABT39_00046240-RA
OG0016503	DB47_00025278-RC	ABT39_00016590-RA
OG0016507	DB47_00044280-RB	ABT39_00088385-RA
OG0016509	DB47_00028526-RA	ABT39_00014318-RA
OG0016511	DB47_00042337-RB	ABT39_00045475-RA
OG0016514	DB47_00000842-RB	ABT39_00027383-RB
OG0016515	DB47_00019864-RA	ABT39_00003081-RA
OG0016516	DB47_00023643-RA	ABT39_00065335-RA
OG0016517	DB47_00001455-RA	ABT39_00000744-RA
OG0016518	DB47_00029675-RA	ABT39_00052788-RA
OG0016519	DB47_00006449-RC	ABT39_00025687-RD
OG0016520	DB47_00062327-RA	ABT39_00082370-RA
OG0016522	DB47_00007479-RC	ABT39_00015781-RA
OG0016523	DB47_00045019-RA	ABT39_00069872-RB
OG0016524	DB47_00001476-RA	ABT39_00104242-RA
OG0016526	DB47_00003485-RD	ABT39_00054177-RA
OG0016527	DB47_00023972-RB	ABT39_00032642-RA
OG0016528	DB47_00057780-RA	ABT39_00091499-RA
OG0016531	DB47_00037214-RA	ABT39_00020845-RA
OG0016534	DB47_00004608-RA	ABT39_00073025-RA
OG0016535	DB47_00002334-RC	ABT39_00014434-RA
OG0016539	DB47_00020216-RC	ABT39_00035931-RB
OG0016543	DB47_00012239-RA	ABT39_00030527-RA
OG0016551	DB47_00010886-RB	ABT39_00032994-RD
OG0016555	DB47_00016332-RB	ABT39_00011176-RB
OG0016557	DB47_00049140-RA	ABT39_00051831-RA
OG0016558	DB47_00030206-RA	ABT39_00048995-RC
OG0016561	DB47_00014226-RF	ABT39_00028409-RF
OG0016565	DB47_00016641-RB	ABT39_00043225-RB
OG0016567	DB47_00026649-RA	ABT39_00064041-RA
OG0016568	DB47_00028744-RA	ABT39_00038890-RA
OG0016569	DB47_00068174-RA	ABT39_00089693-RA
OG0016572	DB47_00017554-RA	ABT39_00020414-RA
OG0016574	DB47_00034529-RE	ABT39_00040600-RC
OG0016575	DB47_00027065-RA	ABT39_00012082-RB
OG0016577	DB47_00004928-RB	ABT39_00029167-RA
OG0016579	DB47_00029153-RA	ABT39_00058290-RA
OG0016580	DB47_00015198-RA	ABT39_00025596-RA
OG0016583	DB47_00033997-RA	ABT39_00059870-RA
OG0016584	DB47_00023694-RA	ABT39_00016306-RA
OG0016585	DB47_00001593-RA	ABT39_00069194-RA
OG0016586	DB47_00034500-RA	ABT39_00066022-RA
