OG0012315	ABT39_00035779-RB	DB47_00014285-RA
OG0016378	ABT39_00001502-RA	DB47_00003447-RA
OG0016379	ABT39_00103948-RA	DB47_00027465-RA
OG0016380	ABT39_00080229-RA	DB47_00045191-RA
OG0016383	ABT39_00069608-RA	DB47_00041672-RA
OG0016385	ABT39_00052904-RA	DB47_00045884-RA
OG0016386	ABT39_00099362-RA	DB47_00024027-RB
OG0016387	ABT39_00002801-RF	DB47_00000725-RE
OG0016390	ABT39_00020962-RB	DB47_00016011-RA
OG0016392	ABT39_00019694-RA	DB47_00006593-RB
OG0016393	ABT39_00101143-RA	DB47_00018618-RA
OG0016395	ABT39_00088526-RA	DB47_00028078-RA
OG0016398	ABT39_00006793-RB	DB47_00029256-RC
OG0016399	ABT39_00056867-RA	DB47_00042267-RA
OG0016405	ABT39_00034028-RA	DB47_00005273-RA
OG0016407	ABT39_00067470-RA	DB47_00055099-RA
OG0016409	ABT39_00032626-RB	DB47_00004850-RG
OG0016410	ABT39_00019665-RB	DB47_00004934-RD
OG0016411	ABT39_00090160-RA	DB47_00010605-RA
OG0016412	ABT39_00012873-RE	DB47_00010480-RB
OG0016413	ABT39_00004154-RM	DB47_00002533-RJ
OG0016422	ABT39_00030341-RA	DB47_00045530-RB
OG0016424	ABT39_00054642-RA	DB47_00019367-RA
OG0016425	ABT39_00014429-RF	DB47_00009099-RA
OG0016429	ABT39_00097818-RA	DB47_00040879-RC
OG0016433	ABT39_00002750-RA	DB47_00035756-RB
OG0016437	ABT39_00035631-RA	DB47_00054177-RA
OG0016438	ABT39_00003127-RA	DB47_00029965-RA
OG0016439	ABT39_00013180-RB	DB47_00017197-RC
OG0016445	ABT39_00046894-RD	DB47_00011130-RC
OG0016446	ABT39_00038762-RA	DB47_00050300-RA
OG0016447	ABT39_00025497-RB	DB47_00055214-RA
OG0016451	ABT39_00004250-RA	DB47_00010771-RA
OG0016452	ABT39_00107187-RA	DB47_00070440-RA
OG0016455	ABT39_00002284-RC	DB47_00025397-RB
OG0016457	ABT39_00003060-RB	DB47_00029049-RA
OG0016458	ABT39_00017005-RC	DB47_00008628-RB
OG0016459	ABT39_00054856-RC	DB47_00033726-RA
OG0016460	ABT39_00053359-RA	DB47_00058997-RA
OG0016464	ABT39_00028302-RB	DB47_00021553-RA
OG0016465	ABT39_00083145-RA	DB47_00013128-RA
OG0016466	ABT39_00041878-RA	DB47_00022906-RA
OG0016469	ABT39_00038421-RB	DB47_00073367-RA
OG0016470	ABT39_00072310-RA	DB47_00055372-RA
OG0016471	ABT39_00048787-RA	DB47_00043913-RA
OG0016472	ABT39_00081979-RA	DB47_00071499-RA
OG0016474	ABT39_00043692-RA	DB47_00023221-RA
OG0016478	ABT39_00078524-RA	DB47_00046873-RB
OG0016479	ABT39_00036498-RA	DB47_00040856-RA
OG0016480	ABT39_00080651-RA	DB47_00022926-RA
OG0016483	ABT39_00066371-RA	DB47_00033728-RB
OG0016484	ABT39_00066410-RC	DB47_00026590-RB
OG0016485	ABT39_00095998-RA	DB47_00075251-RA
OG0016488	ABT39_00073906-RA	DB47_00045553-RA
OG0016489	ABT39_00101404-RA	DB47_00070191-RA
OG0016492	ABT39_00087000-RB	DB47_00004605-RA
OG0016495	ABT39_00060223-RA	DB47_00008018-RJ
OG0016500	ABT39_00002689-RB	DB47_00002540-RB
OG0016502	ABT39_00046240-RA	DB47_00059783-RA
OG0016503	ABT39_00016590-RA	DB47_00025278-RC
OG0016507	ABT39_00088385-RA	DB47_00044280-RB
OG0016509	ABT39_00014318-RA	DB47_00028526-RA
OG0016511	ABT39_00045475-RA	DB47_00042337-RB
OG0016514	ABT39_00027383-RB	DB47_00000842-RB
OG0016515	ABT39_00003081-RA	DB47_00019864-RA
OG0016516	ABT39_00065335-RA	DB47_00023643-RA
OG0016517	ABT39_00000744-RA	DB47_00001455-RA
OG0016518	ABT39_00052788-RA	DB47_00029675-RA
OG0016519	ABT39_00025687-RD	DB47_00006449-RC
OG0016520	ABT39_00082370-RA	DB47_00062327-RA
OG0016522	ABT39_00015781-RA	DB47_00007479-RC
OG0016523	ABT39_00069872-RB	DB47_00045019-RA
OG0016524	ABT39_00104242-RA	DB47_00001476-RA
OG0016526	ABT39_00054177-RA	DB47_00003485-RD
OG0016527	ABT39_00032642-RA	DB47_00023972-RB
OG0016528	ABT39_00091499-RA	DB47_00057780-RA
OG0016531	ABT39_00020845-RA	DB47_00037214-RA
OG0016534	ABT39_00073025-RA	DB47_00004608-RA
OG0016535	ABT39_00014434-RA	DB47_00002334-RC
OG0016539	ABT39_00035931-RB	DB47_00020216-RC
OG0016543	ABT39_00030527-RA	DB47_00012239-RA
OG0016551	ABT39_00032994-RD	DB47_00010886-RB
OG0016555	ABT39_00011176-RB	DB47_00016332-RB
OG0016557	ABT39_00051831-RA	DB47_00049140-RA
OG0016558	ABT39_00048995-RC	DB47_00030206-RA
OG0016561	ABT39_00028409-RF	DB47_00014226-RF
OG0016565	ABT39_00043225-RB	DB47_00016641-RB
OG0016567	ABT39_00064041-RA	DB47_00026649-RA
OG0016568	ABT39_00038890-RA	DB47_00028744-RA
OG0016569	ABT39_00089693-RA	DB47_00068174-RA
OG0016572	ABT39_00020414-RA	DB47_00017554-RA
OG0016574	ABT39_00040600-RC	DB47_00034529-RE
OG0016575	ABT39_00012082-RB	DB47_00027065-RA
OG0016577	ABT39_00029167-RA	DB47_00004928-RB
OG0016579	ABT39_00058290-RA	DB47_00029153-RA
OG0016580	ABT39_00025596-RA	DB47_00015198-RA
OG0016583	ABT39_00059870-RA	DB47_00033997-RA
OG0016584	ABT39_00016306-RA	DB47_00023694-RA
OG0016585	ABT39_00069194-RA	DB47_00001593-RA
OG0016586	ABT39_00066022-RA	DB47_00034500-RA
