transcript bin.PG29 coverage.PG29 strand.PG29 gene.PG29 cigar.PG29 MD.PG29 NM.PG29 introns_len.PG29 introns_num.PG29 bin.WS coverage.WS strand.WS gene.WS cigar.WS MD.WS NM.WS introns_len.WS introns_num.WS swap.introns_len.PG29 swap.introns_len.WS
maker-168550922-snap-gene-0.69-mRNA-1 myseq0.fa.r112 0.99 0 7147317 750M192N66M89N126M1051N248M99N1367M149N755M MD:Z:2005C739C166A399 NM:i:3 192,89,1051,99,149 5 cdhit-output-4_11.iteration.1 0.99 0 3288200 750M192N66M89N126M1051N248M99N1367M149N755M MD:Z:2005C739C194C371 NM:i:3 192,89,1051,99,149 5 192,89,1051,99,149 192,89,1051,99,149
maker-168551043-snap-gene-0.66-mRNA-1 myseq6000.fa.r112 0.99 0 6833088 185M478N123M104N153M201N542M MD:Z:143A859 NM:i:1 478,104,201 3 cdhit-output-4_13.iteration.1 0.99 16 3957437 542M201N153M104N123M478N185M MD:Z:859T143 NM:i:1 201,104,478 3 478,104,201 478,104,201
maker-168551274-augustus-gene-0.66-mRNA-1 myseq12000.fa.r112 0.99 16 7623141 434M79N95M106N419M MD:Z:131C11C199G604 NM:i:3 79,106 2 cdhit-output-4_16.iteration.1 0.99 16 3093158 434M79N95M106N419M MD:Z:131C11C199G604 NM:i:3 79,106 2 106,79 106,79
maker-168551315-augustus-gene-2.112-mRNA-1 myseq9000.fa.r112 0.99 16 9183543 233M84N1243M71N237M MD:Z:384C895C252G98G80 NM:i:4 84,71 2 cdhit-output-4_14.iteration.1 0.99 16 2974041 233M84N1243M71N237M MD:Z:384C895C252G98G80 NM:i:4 84,71 2 71,84 71,84
maker-168551348-snap-gene-0.22-mRNA-1 myseq12000.fa.r112 0.99 0 7704635 148M523N98M314N116M96N116M165N834M115N249M99N161M140N80M88N200M48N17M MD:Z:290G44A209A198A376A635A261 NM:i:6 523,314,96,165,115,99,140,88,48 9 cdhit-output-4_17.iteration.1 0.99 0 3052451 148M523N98M314N116M96N116M167N834M115N249M99N161M140N80M88N200M48N17M MD:Z:1121A635A261 NM:i:2 523,314,96,167,115,99,140,88,48 9 523,314,96,165,115,99,140,88,48 523,314,96,167,115,99,140,88,48
maker-168551360-snap-gene-0.75-mRNA-1 myseq3000.fa.r112 0.99 0 9266008 99M142N103M95N764M MD:Z:167A695A102 NM:i:2 142,95 2 cdhit-output-4_12.iteration.1 0.99 16 3364831 764M95N103M142N99M MD:Z:102T695T167 NM:i:2 95,142 2 142,95 142,95
maker-168551495-augustus-gene-0.6-mRNA-1 myseq9000.fa.r112 0.99 16 9299411 367M698N210M MD:Z:77T499 NM:i:1 698 1 cdhit-output-4_14.iteration.1 0.99 16 3012149 367M699N210M MD:Z:6C12C557 NM:i:2 699 1 698 699
maker-168551642-snap-gene-0.76-mRNA-1 myseq0.fa.r112 0.99 0 7168987 302M814N189M422N108M95N105M234N57M155N197M1725N100M84N113M172N154M106N78M237N570M MD:Z:57C1359C344C210 NM:i:3 814,422,95,234,155,1725,84,172,106,237 10 cdhit-output-4_8.iteration.3 0.99 0 5265139 302M660N189M998N108M95N105M234N57M155N197M2350N100M84N113M172N154M106N78M237N570M MD:Z:57C1359C555 NM:i:2 660,998,95,234,155,2350,84,172,106,237 10 814,422,95,234,155,1725,84,172,106,237 660,998,95,234,155,2350,84,172,106,237
maker-168551770-augustus-gene-1.58-mRNA-1 myseq9000.fa.r112 0.99 16 9298752 680M93N159M98N179M97N172M200N514M MD:Z:49G179T14A19A753T110A44A116A314T97 NM:i:9 93,98,97,200 4 cdhit-output-4_15.iteration.1 0.99 16 3575901 680M93N159M98N179M97N172M200N514M MD:Z:49G179T14A19A413A339T110A44A116A412 NM:i:9 93,98,97,200 4 200,97,98,93 200,97,98,93
maker-168552044-augustus-gene-0.41-mRNA-1 myseq12000.fa.r112 0.99 0 7753494 48M89N158M89N376M MD:Z:582 NM:i:0 89,89 2 cdhit-output-4_18.iteration.1 0.99 0 3751608 48M89N158M89N376M MD:Z:582 NM:i:0 89,89 2 89,89 89,89
maker-168552092-augustus-gene-0.69-mRNA-1 myseq3000.fa.r112 0.99 16 9242365 885M65N35M90N62M MD:Z:201T780 NM:i:1 65,90 2 cdhit-output-4_12.iteration.1 0.99 16 3364203 885M65N35M90N62M MD:Z:201T780 NM:i:1 65,90 2 90,65 90,65
maker-168552905-augustus-gene-0.78-mRNA-1 myseq12000.fa.r112 0.99 16 3706488 718M175N195M379N273M88N173M MD:Z:1359 NM:i:0 175,379,88 3 cdhit-output-4_16.iteration.1 0.99 16 3019934 718M175N195M379N273M88N173M MD:Z:1359 NM:i:0 175,379,88 3 88,379,175 88,379,175
maker-168553893-augustus-gene-1.81-mRNA-1 myseq6000.fa.r112 0.99 0 6764023 292M277N618M MD:Z:910 NM:i:0 277 1 cdhit-output-4_13.iteration.1 0.99 0 3957611 292M277N618M MD:Z:261A648 NM:i:1 277 1 277 277
maker-168554558-snap-gene-2.108-mRNA-1 myseq9000.fa.r112 0.99 16 9299687 360M511N118M82N189M119N84M454N123M583N39M MD:Z:592A320 NM:i:1 511,82,119,454,583 5 cdhit-output-4_15.iteration.1 0.99 16 3575854 360M511N118M82N189M119N84M454N123M583N39M MD:Z:592A320 NM:i:1 511,82,119,454,583 5 583,454,119,82,511 583,454,119,82,511
maker-168555059-snap-gene-0.64-mRNA-1 myseq6000.fa.r112 0.99 0 6849621 39M45N120M112N123M921N105M157N73M359N72M220N196M297N130M1174N519M MD:Z:25A631G719 NM:i:2 45,112,921,157,359,220,297,1174 8 cdhit-output-4_13.iteration.4 0.99 0 2297256 39M45N120M112N123M921N105M157N73M359N72M220N196M297N130M1174N519M MD:Z:25A631G632C86 NM:i:3 45,112,921,157,359,220,297,1174 8 45,112,921,157,359,220,297,1174 45,112,921,157,359,220,297,1174
maker-168555092-augustus-gene-1.110-mRNA-1 myseq6000.fa.r112 0.99 16 6851783 198M80N72M1290N161M MD:Z:31T399 NM:i:1 80,1290 2 cdhit-output-4_14.iteration.4 0.99 0 5194003 161M1865N72M80N198M MD:Z:399A31 NM:i:1 1865,80 2 1290,80 1865,80
maker-168555210-snap-gene-0.26-mRNA-1 myseq0.fa.r112 0.99 16 7163564 174M14N333M MD:Z:53C76G94T5G144G130 NM:i:5 14 1 cdhit-output-4_9.iteration.1 0.99 0 3260613 333M14N174M MD:Z:130C144C5A94C76G53 NM:i:5 14 1 14 14
maker-168555726-augustus-gene-0.24-mRNA-1 myseq12000.fa.r112 0.99 0 7724859 131M555N313M MD:Z:444 NM:i:0 555 1 cdhit-output-4_19.iteration.1 0.99 0 831585 131M555N313M MD:Z:444 NM:i:0 555 1 555 555
maker-168556041-snap-gene-0.44-mRNA-2 myseq0.fa.r112 0.99 0 7169162 71M62N689M1854N1042M1380N27M MD:Z:46T25CT46G13C3G27A73C552G83C56A21G145G146T32T546 NM:i:15 62,1854,1380 3 cdhit-output-4_8.iteration.1 0.99 16 4560410 27M1380N1042M4361N683M62N77M MD:Z:546A32A146C145C21T56G83C435A116G73T27C3G13C73A46 NM:i:14 1380,4361,62 3 62,1854,1380 62,4361,1380
maker-168556527-augustus-gene-0.58-mRNA-1 myseq0.fa.r112 0.99 0 7168894 300M211N102M308N195M76N39M84N291M323N187M252N47M114N439M MD:Z:572C783T3G52T186 NM:i:4 211,308,76,84,323,252,114 7 cdhit-output-4_10.iteration.1 0.99 0 2915476 300M211N102M308N195M76N39M84N291M323N187M252N47M114N439M MD:Z:572C783T3G52T186 NM:i:4 211,308,76,84,323,252,114 7 211,308,76,84,323,252,114 211,308,76,84,323,252,114
maker-168556538-snap-gene-0.111-mRNA-1 myseq12000.fa.r112 0.99 0 7753773 521M3002N70M102N173M245N175M685N219M MD:Z:1158 NM:i:0 3002,102,245,685 4 cdhit-output-4_18.iteration.1 0.99 0 3751895 521M3209N70M102N173M245N175M685N219M MD:Z:1158 NM:i:0 3209,102,245,685 4 3002,102,245,685 3209,102,245,685
maker-168556634-augustus-gene-0.17-mRNA-1 myseq12000.fa.r112 0.99 0 7748531 529M122N504M MD:Z:59T374T21A133A33G80T170C43GA24A26A13G45 NM:i:12 122 1 cdhit-output-4_17.iteration.1 0.99 16 3051782 504M122N529M MD:Z:17G27C13T51TC121T29C62A80C33T133T21A374A59 NM:i:13 122 1 122 122
maker-168556956-augustus-gene-1.119-mRNA-1 myseq6000.fa.r112 0.99 0 6789517 47M112N139M163N99M97N610M MD:Z:134T233G526 NM:i:2 112,163,97 3 cdhit-output-4_13.iteration.1 0.99 16 3957982 610M97N99M163N139M112N47M MD:Z:387T138C368 NM:i:2 97,163,112 3 112,163,97 112,163,97
maker-168557059-augustus-gene-0.14-mRNA-1 myseq9000.fa.r112 0.99 16 9290623 3553M80N272M MD:Z:224C201G146T2920C330 NM:i:4 80 1 cdhit-output-4_15.iteration.1 0.99 16 3575942 3553M80N272M MD:Z:224C348T2920C330 NM:i:3 80 1 80 80
maker-168557120-snap-gene-0.24-mRNA-1 myseq0.fa.r112 0.99 0 7163970 451M982N2369M MD:Z:110A106G341G61T438G120C84C1304G107C140 NM:i:9 982 1 cdhit-output-4_9.iteration.1 0.99 0 3260604 451M982N2369M MD:Z:110A949G309A1200G248 NM:i:4 982 1 982 982
maker-168557517-augustus-gene-0.28-mRNA-1 myseq3000.fa.r112 0.99 0 9294379 57M77N57M1014N80M113N1669M MD:Z:1863 NM:i:0 77,1014,113 3 cdhit-output-4_11.iteration.1 0.99 0 3287776 57M77N57M1014N80M113N1669M MD:Z:1863 NM:i:0 77,1014,113 3 77,1014,113 77,1014,113
maker-168557744-snap-gene-0.17-mRNA-1 myseq3000.fa.r112 0.99 16 9302948 1985M2728N665M MD:Z:2650 NM:i:0 2728 1 cdhit-output-4_11.iteration.1 0.99 16 3288408 1985M4305N665M MD:Z:2650 NM:i:0 4305 1 2728 4305
maker-168557979-augustus-gene-0.23-mRNA-1 myseq3000.fa.r112 0.99 0 7955412 138M297N52M181N101M126N711M MD:Z:158G791T51 NM:i:2 297,181,126 3 cdhit-output-4_10.iteration.1 0.99 16 2847324 711M126N101M181N52M297N138M MD:Z:51A791C158 NM:i:2 126,181,297 3 297,181,126 297,181,126
maker-168557999-augustus-gene-0.58-mRNA-1 myseq9000.fa.r112 0.99 16 9304003 397M103N3889M MD:Z:39A33T25A22A90G38C57G24A27A61A2G43C15T353G176A303C733A116C62A761C17T13T278A485G489 NM:i:24 103 1 cdhit-output-4_18.iteration.1 0.99 0 3751912 902M210N2987M103N397M MD:Z:349G10G128C117C21T248T375A31G138T20C28T26C63T224A256T62G116T1037T655T27T24C57G38C90T22T25A33T39 NM:i:27 210,103 2 103 210,103
maker-168558210-augustus-gene-0.43-mRNA-1 myseq0.fa.r112 0.99 16 7168393 112M385N123M65N65M110N135M950N105M125N47M505N60M271N201M133N100M220N20M64N1156M143N81M MD:Z:1336C817T50 NM:i:2 385,65,110,950,125,505,271,133,220,64,143 11 cdhit-output-4_9.iteration.2 0.99 0 3334980 81M143N1156M64N20M220N100M133N201M271N60M512N47M231N105M1231N135M110N65M65N123M410N112M MD:Z:50A817G1336 NM:i:2 143,64,220,133,271,512,231,1231,110,65,410 11 143,64,220,133,271,505,125,950,110,65,385 143,64,220,133,271,512,231,1231,110,65,410
maker-168558210-augustus-gene-0.43-mRNA-2 myseq0.fa.r112 0.99 16 7168393 112M385N123M65N65M110N135M950N105M125N47M505N60M271N201M537N1156M143N81M MD:Z:1216C817T50 NM:i:2 385,65,110,950,125,505,271,537,143 9 cdhit-output-4_9.iteration.2 0.99 0 3334980 81M143N1156M537N201M271N60M512N47M231N105M1231N135M110N65M65N123M410N112M MD:Z:50A817G1216 NM:i:2 143,537,271,512,231,1231,110,65,410 9 143,537,271,505,125,950,110,65,385 143,537,271,512,231,1231,110,65,410
maker-168558248-augustus-gene-0.115-mRNA-1 myseq9000.fa.r112 0.99 16 9131052 532M971N679M205N68M136N162M310N35M MD:Z:108A153AAA362G117C160A13C15G62G25C110G51A287 NM:i:13 971,205,136,310 4 cdhit-output-4_16.iteration.1 0.99 16 3093406 532M973N679M205N68M136N162M310N35M MD:Z:108A518G117C160A13C15G62G25C110G51A287 NM:i:10 973,205,136,310 4 310,136,205,971 310,136,205,973
maker-168558660-augustus-gene-0.26-mRNA-1 myseq12000.fa.r112 0.99 16 7657742 628M232N404M MD:Z:205C210G36C32G14G197T167G164 NM:i:7 232 1 cdhit-output-4_17.iteration.1 0.99 16 3052546 628M232N404M MD:Z:205C210G450G164 NM:i:3 232 1 232 232
maker-168558673-augustus-gene-0.37-mRNA-1 myseq9000.fa.r112 0.99 16 9217383 480M381N99M400N138M106N131M210N147M112N33M97N94M78N196M MD:Z:255T93G721T74A1C12A69TC85 NM:i:8 381,400,106,210,112,97,78 7 cdhit-output-4_16.iteration.1 0.99 0 3093567 196M78N94M98N33M112N147M210N131M106N138M323N99M392N480M MD:Z:85GA12C56T12G1T99T696C93A255 NM:i:9 78,98,112,210,106,323,392 7 78,97,112,210,106,400,381 78,98,112,210,106,323,392
maker-168558968-augustus-gene-0.54-mRNA-1 myseq9000.fa.r112 0.99 0 9210708 583M276N290M344N49M416N48M MD:Z:970 NM:i:0 276,344,416 3 cdhit-output-4_14.iteration.1 0.99 0 3012017 583M276N290M344N49M416N48M MD:Z:970 NM:i:0 276,344,416 3 276,344,416 276,344,416
maker-168559247-augustus-gene-0.70-mRNA-1 myseq9000.fa.r112 0.99 0 9260538 86M332N166M211N210M336N336M MD:Z:485T312 NM:i:1 332,211,336 3 cdhit-output-4_15.iteration.1 0.99 16 3575128 336M336N210M211N166M332N86M MD:Z:312A485 NM:i:1 336,211,332 3 332,211,336 332,211,336
maker-168559414-augustus-gene-0.54-mRNA-1 myseq6000.fa.r112 0.99 0 6851690 449M91N67M113N113M98N252M219N116M336N96M85N88M131N230M1060N72M446N185M260N260M MD:Z:1928 NM:i:0 91,113,98,219,336,85,131,1060,446,260 10 cdhit-output-4_13.iteration.2 0.99 0 4336926 449M91N67M113N113M98N252M219N116M336N96M85N88M131N230M2183N72M446N185M260N260M MD:Z:1928 NM:i:0 91,113,98,219,336,85,131,2183,446,260 10 91,113,98,219,336,85,131,1060,446,260 91,113,98,219,336,85,131,2183,446,260
maker-168559414-snap-gene-0.55-mRNA-1 myseq0.fa.r112 0.99 16 7026492 236M154N285M132N180M MD:Z:506T194 NM:i:1 154,132 2 cdhit-output-4_11.iteration.1 0.99 16 3288297 236M154N285M132N180M MD:Z:506T194 NM:i:1 154,132 2 132,154 132,154
maker-168559574-augustus-gene-0.21-mRNA-1 myseq0.fa.r112 0.99 16 7165936 78M143N792M81N173M163N139M MD:Z:471G576A24G108 NM:i:3 143,81,163 3 cdhit-output-4_9.iteration.1 0.99 16 3187008 78M143N792M81N173M163N139M MD:Z:471G576A133 NM:i:2 143,81,163 3 163,81,143 163,81,143
maker-168559772-augustus-gene-0.36-mRNA-1 myseq6000.fa.r112 0.99 0 6750574 76M188N271M165N241M MD:Z:273A24C66C87T17G4T8C1T9T15G11A24C16T20 NM:i:13 188,165 2 cdhit-output-4_14.iteration.1 0.99 16 3012036 241M165N271M188N76M MD:Z:20A41T11C15A9A1G8A4C105G66G24T273 NM:i:11 165,188 2 188,165 188,165
maker-168559791-augustus-gene-0.66-mRNA-1 myseq12000.fa.r112 0.99 16 7664439 111M166N2007M MD:Z:20A420G448G289A937 NM:i:4 166 1 cdhit-output-4_19.iteration.1 0.99 0 831955 2007M166N111M MD:Z:277G659T289C448C420T20 NM:i:5 166 1 166 166
maker-168559840-snap-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 16 7753719 204M409N79M218N366M1583N189M101N110M96N141M MD:Z:444G20G583A39 NM:i:3 409,218,1583,101,96 5 cdhit-output-4_17.iteration.1 0.99 16 3052690 204M409N79M218N366M1890N189M101N110M96N141M MD:Z:18G425G604A39 NM:i:3 409,218,1890,101,96 5 96,101,1583,218,409 96,101,1890,218,409
maker-168560435-snap-gene-0.53-mRNA-1 myseq9000.fa.r112 0.99 0 9303893 451M2884N117M429N438M156N1534M MD:Z:348G386T531A718T553 NM:i:4 2884,429,156 3 cdhit-output-4_15.iteration.2 0.99 0 3664023 451M2106N117M429N438M156N1534M MD:Z:348G386T531A718T553 NM:i:4 2106,429,156 3 2884,429,156 2106,429,156
maker-168560635-snap-gene-0.28-mRNA-1 myseq9000.fa.r112 0.99 16 9142884 135M448N182M374N405M MD:Z:121T82A119A191A107G97 NM:i:5 448,374 2 cdhit-output-4_16.iteration.1 0.99 0 3035666 405M374N182M448N135M MD:Z:97C107T191T119T82A121 NM:i:5 374,448 2 374,448 374,448
maker-168561066-snap-gene-0.131-mRNA-1 myseq12000.fa.r112 0.99 16 7681103 1252M127N204M1617N751M172N162M311N115M204N211M249N379M176N92M214N337M MD:Z:3503 NM:i:0 127,1617,172,311,204,249,176,214 8 cdhit-output-4_17.iteration.1 0.99 16 3051539 1252M127N204M1617N751M172N162M311N115M204N211M249N379M176N92M214N337M MD:Z:3503 NM:i:0 127,1617,172,311,204,249,176,214 8 214,176,249,204,311,172,1617,127 214,176,249,204,311,172,1617,127
maker-168561794-augustus-gene-0.66-mRNA-2 myseq12000.fa.r112 0.99 0 7751292 814M83N520M73N345M127N240M118N1107M66N138M MD:Z:180T371C480T993G1136 NM:i:4 83,73,127,118,66 5 cdhit-output-4_13.iteration.1 0.99 0 3957872 814M83N520M73N345M127N240M118N1107M66N138M MD:Z:180T1846G1136 NM:i:2 83,73,127,118,66 5 83,73,127,118,66 83,73,127,118,66
maker-168562203-snap-gene-0.49-mRNA-1 myseq6000.fa.r112 0.99 0 6828881 528M1459N583M MD:Z:18A1092 NM:i:1 1459 1 cdhit-output-4_15.iteration.1 0.99 16 3575795 583M1459N528M MD:Z:1092T18 NM:i:1 1459 1 1459 1459
maker-168562265-augustus-gene-0.98-mRNA-1 myseq3000.fa.r112 0.99 16 9302990 90M306N2583M1299N174M MD:Z:1491C1007A347 NM:i:2 306,1299 2 cdhit-output-4_11.iteration.1 0.99 16 3287904 90M306N2583M1536N174M MD:Z:2499A324A11G10 NM:i:3 306,1536 2 1299,306 1536,306
maker-168562322-augustus-gene-0.61-mRNA-1 myseq9000.fa.r112 0.99 0 9296741 86M254N161M271N86M143N170M79N25M207N66M138N2183M MD:Z:303G8A47A81C245T235C31T91G1126C601 NM:i:9 254,271,143,79,207,138 6 cdhit-output-4_15.iteration.1 0.99 16 3575911 1389M232N794M138N66M207N25M79N170M143N86M271N161M254N86M MD:Z:601G195G930C91A31G481G81T47T8C303 NM:i:9 232,138,207,79,143,271,254 7 254,271,143,79,207,138 254,271,143,79,207,138,232
maker-168562607-snap-gene-0.27-mRNA-1 myseq9000.fa.r112 0.99 0 9254807 515M92N63M268N1271M MD:Z:375AA203C103G59G162C66A420A453 NM:i:8 92,268 2 cdhit-output-4_15.iteration.1 0.99 0 3575196 515M92N63M268N1271M MD:Z:375AA203C814A453 NM:i:4 92,268 2 92,268 92,268
maker-168563239-augustus-gene-0.96-mRNA-1 myseq3000.fa.r112 0.99 0 9199741 81M117N117M126N173M120N243M MD:Z:614 NM:i:0 117,126,120 3 cdhit-output-4_12.iteration.1 0.99 0 3364191 81M117N117M126N173M120N243M MD:Z:25A588 NM:i:1 117,126,120 3 117,126,120 117,126,120
maker-168563239-augustus-gene-0.96-mRNA-2 myseq3000.fa.r112 0.99 0 9199741 81M117N117M126N536M MD:Z:734 NM:i:0 117,126 2 cdhit-output-4_12.iteration.1 0.99 0 3364191 81M117N117M126N536M MD:Z:25A708 NM:i:1 117,126 2 117,126 117,126
maker-168563380-snap-gene-0.27-mRNA-1 myseq6000.fa.r112 0.99 16 6849608 999M328N213M MD:Z:193C467T267G161A120 NM:i:4 328 1 cdhit-output-4_12.iteration.1 0.99 16 3364316 999M328N213M MD:Z:193C467T267G282 NM:i:3 328 1 328 328
maker-168563792-augustus-gene-0.52-mRNA-1 myseq3000.fa.r112 0.99 0 9297960 183M144N350M334N402M279N388M209N1013M MD:Z:260A185G110C1393T384 NM:i:4 144,334,279,209 4 cdhit-output-4_11.iteration.1 0.99 0 3287947 183M144N350M334N402M279N388M209N1013M MD:Z:260A185G110C1393T384 NM:i:4 144,334,279,209 4 144,334,279,209 144,334,279,209
maker-168564046-augustus-gene-0.48-mRNA-1 myseq3000.fa.r112 0.99 16 9249949 1748M361N148M248N244M337N370M MD:Z:36G154G293C334G264A727G489G206 NM:i:7 361,248,337 3 cdhit-output-4_11.iteration.1 0.99 16 3217347 1748M361N148M246N244M337N370M MD:Z:36G157G290C599A727G696 NM:i:5 361,246,337 3 337,248,361 337,246,361
maker-168564295-augustus-gene-0.86-mRNA-1 myseq3000.fa.r112 0.99 16 7033586 915M98N39M126N202M MD:Z:168G188G14T210G80T160A171T4A153 NM:i:8 98,126 2 cdhit-output-4_11.iteration.1 0.99 16 3287815 915M98N39M126N202M MD:Z:168G188G14T210G80T160A171T4A153 NM:i:8 98,126 2 126,98 126,98
maker-168564629-augustus-gene-0.22-mRNA-1 myseq12000.fa.r112 0.99 16 7753584 410M3962N382M MD:Z:724T67 NM:i:1 3962 1 cdhit-output-4_18.iteration.1 0.99 16 3751879 410M3528N382M MD:Z:724T67 NM:i:1 3528 1 3962 3528
maker-168564779-snap-gene-0.52-mRNA-1 myseq15000.fa.r112 0.99 0 11137295 941M3292N936M MD:Z:183C67G576C45A674T327 NM:i:5 3292 1 cdhit-output-4_18.iteration.1 0.99 0 3664086 941M3292N936M MD:Z:183C67G576C45A674T327 NM:i:5 3292 1 3292 3292
maker-168565621-snap-gene-0.21-mRNA-2 myseq6000.fa.r112 0.99 16 6800963 1361M91N313M179N760M MD:Z:341G179G1342C164G214A117C71 NM:i:6 91,179 2 cdhit-output-4_14.iteration.1 0.99 16 3011454 1361M91N313M179N760M MD:Z:341G179G1342C164G214A117C71 NM:i:6 91,179 2 179,91 179,91
maker-168565727-snap-gene-0.23-mRNA-1 myseq12000.fa.r112 0.99 16 7749035 1336M1125N928M MD:Z:2264 NM:i:0 1125 1 cdhit-output-4_17.iteration.1 0.99 16 2984253 1336M1125N928M MD:Z:2264 NM:i:0 1125 1 1125 1125
maker-168566138-augustus-gene-1.53-mRNA-1 myseq6000.fa.r112 0.99 0 6741740 340M2177N837M MD:Z:1177 NM:i:0 2177 1 cdhit-output-4_12.iteration.1 0.99 16 3284261 837M2189N340M MD:Z:1177 NM:i:0 2189 1 2177 2189
maker-168566255-snap-gene-0.80-mRNA-1 myseq9000.fa.r112 0.99 0 9303804 1155M105N324M147N373M160N20M1522N501M86N63M MD:Z:158C233A94G477G204C562C44AA36A12A391G51C162 NM:i:12 105,147,160,1522,86 5 cdhit-output-4_15.iteration.1 0.99 0 3576123 1155M105N324M147N373M160N20M1339N501M86N63M MD:Z:158C233A94G477G204C562C44AA36A12A391G51C162 NM:i:12 105,147,160,1339,86 5 105,147,160,1522,86 105,147,160,1339,86
maker-168566603-snap-gene-0.32-mRNA-1 myseq3000.fa.r112 0.99 0 9298488 734M85N261M1998N535M MD:Z:270A900C358 NM:i:2 85,1998 2 cdhit-output-4_12.iteration.1 0.99 0 3286768 734M85N261M1995N535M MD:Z:270A900C358 NM:i:2 85,1995 2 85,1998 85,1995
maker-168566728-snap-gene-0.37-mRNA-1 myseq6000.fa.r112 0.99 0 6747694 744M95N111M206N326M166N71M212N1052M233N141M108N97M473N56M MD:Z:43T338A9G73T80C13C441A165G1428 NM:i:8 95,206,166,212,233,108,473 7 cdhit-output-4_13.iteration.1 0.99 0 3958357 744M95N111M206N326M166N71M212N1052M233N141M108N97M473N56M MD:Z:43T338A9G73T80C13C441A1594 NM:i:7 95,206,166,212,233,108,473 7 95,206,166,212,233,108,473 95,206,166,212,233,108,473
maker-168566937-augustus-gene-1.115-mRNA-1 myseq6000.fa.r112 0.99 16 6851376 313M547N238M86N998M96N330M MD:Z:112C72G61C170T207A12T162C27C621A321A10T93 NM:i:11 547,86,96 3 cdhit-output-4_12.iteration.2 0.99 16 2805003 551M2400N998M96N330M MD:Z:42T1G42T29A42C24G121T10C3G1T2A15C35T11A12A7T5A8A8T15T1A2T168A12T162C27C621A426 NM:i:27 2400,96 2 96,86,547 96,2400
maker-168566950-augustus-gene-0.20-mRNA-1 myseq3000.fa.r112 0.99 16 9188352 2071M562N1624M MD:Z:90G507C85A752A261C124A281A218C642A54C136T534 NM:i:11 562 1 cdhit-output-4_9.iteration.1 0.99 16 3260603 2071M562N1624M MD:Z:90G507C85A752A261C124A281A218C356G285A54C136T534 NM:i:12 562 1 562 562
maker-168567085-augustus-gene-0.47-mRNA-1 myseq12000.fa.r112 0.99 0 7751185 453M285N216M MD:Z:86C176A33T148G104A117 NM:i:5 285 1 cdhit-output-4_17.iteration.1 0.99 16 3052025 216M285N453M MD:Z:117T104C148A33T263 NM:i:4 285 1 285 285
maker-168567442-snap-gene-0.34-mRNA-1 myseq3000.fa.r112 0.99 16 9303209 852M692N891M MD:Z:946G85A41A138T52T21T1G22T46C14T3T34T64C56C6A40G25C3A28T3T79T9T5 NM:i:22 692 1 cdhit-output-4_12.iteration.5 0.99 16 2629200 852M1435N891M MD:Z:946G85A41A138T52T21T1G22T46C14T3T34T64C56C6A40G25C3A28T3T79T9T5 NM:i:22 1435 1 692 1435
maker-168567500-augustus-gene-0.54-mRNA-1 myseq6000.fa.r112 0.99 0 6746783 84M108N960M MD:Z:202A50A21A69T154C38G35T302G165 NM:i:8 108 1 cdhit-output-4_15.iteration.1 0.99 16 3575842 960M108N84M MD:Z:165C302A35C38G154A69T21T50T202 NM:i:8 108 1 108 108
maker-168567683-augustus-gene-0.77-mRNA-1 myseq3000.fa.r112 0.99 0 9302971 426M233N177M1413N135M119N248M87N138M158N138M1787N218M87N148M405N144M140N111M112N142M177N281M224N162M1508N54M112N75M169N245M MD:Z:93A13C125C29C25G60C57G207G38G30G263T13C66C339T11T61G144C1C196C35C26T338A128A179C341 NM:i:24 233,1413,119,87,158,1787,87,405,140,112,177,224,1508,112,169 15 cdhit-output-4_11.iteration.3 0.99 0 2747799 426M233N177M1413N135M119N248M87N138M158N138M2733N218M87N148M405N144M140N111M112N142M177N281M224N162M1511N54M112N75M169N245M MD:Z:93A13C125C29C25G60C57G207G38G30G263T13C66C339T11T61G144C1C196C35C26T338A128A179C341 NM:i:24 233,1413,119,87,158,2733,87,405,140,112,177,224,1511,112,169 15 233,1413,119,87,158,1787,87,405,140,112,177,224,1508,112,169 233,1413,119,87,158,2733,87,405,140,112,177,224,1511,112,169
maker-168567690-snap-gene-0.78-mRNA-1 myseq0.fa.r112 0.99 16 3736198 587M137N242M578N31M MD:Z:860 NM:i:0 137,578 2 cdhit-output-4_9.iteration.1 0.99 16 3260859 587M137N242M578N31M MD:Z:860 NM:i:0 137,578 2 578,137 578,137
maker-168567808-augustus-gene-0.34-mRNA-1 myseq3000.fa.r112 0.99 0 9167666 224M203N70M357N1038M MD:Z:84G47A25TG2A282A311C13T59G25T181C36T26T102G12C112 NM:i:15 203,357 2 cdhit-output-4_11.iteration.2 0.99 0 3092807 224M203N70M357N1038M MD:Z:84G47A25TG2A282A311C13T59G25T181C36T26T102G12C112 NM:i:15 203,357 2 203,357 203,357
maker-168568081-augustus-gene-0.74-mRNA-1 myseq6000.fa.r112 0.99 16 6761061 419M171N105M91N163M157N54M MD:Z:259G40T362T77 NM:i:3 171,91,157 3 cdhit-output-4_13.iteration.1 0.99 0 3957808 54M157N163M91N105M169N419M MD:Z:77A362A40C259 NM:i:3 157,91,169 3 157,91,171 157,91,169
