transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y
snap_masked-168182857-processed-gene-0.25-mRNA-1 myseq12000.fa.r112 0.99 16 7239798 2414M MD:Z:12G176T222A217A64G95G188A245G368G509G308 NM:i:10 cdhit-output-4_18.iteration.1 0.99 16 3751114 2414M MD:Z:12G176T222A217A64G95G188A245G368G509G308 NM:i:10
snap_masked-168182894-processed-gene-0.14-mRNA-1 myseq6000.fa.r112 0.99 0 6738412 192M MD:Z:192 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 2941218 192M MD:Z:5T186 NM:i:1
snap_masked-168182963-processed-gene-0.36-mRNA-1 myseq6000.fa.r112 0.99 16 6709422 198M MD:Z:161C36 NM:i:1 cdhit-output-4_13.iteration.5 0.99 0 3385861 198M MD:Z:36G161 NM:i:1
snap_masked-168183094-processed-gene-0.12-mRNA-1 myseq12000.fa.r112 0.99 0 7749402 2466M MD:Z:332T161T177T153A175T10A1C83A106T7C399G851 NM:i:11 cdhit-output-4_17.iteration.1 0.99 0 3051742 2466M MD:Z:332T161T177T153A175T10A1C83A106T7C399G748G102 NM:i:12
snap_masked-168183437-processed-gene-0.4-mRNA-1 myseq3000.fa.r112 0.99 0 6458278 219M MD:Z:6G38T31G30A15A94 NM:i:5 cdhit-output-4_11.iteration.2 0.99 0 3092806 219M MD:Z:6G38T31G30A15A94 NM:i:5
snap_masked-168183437-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 0 6458278 261M MD:Z:62A52T139G5 NM:i:3 cdhit-output-4_11.iteration.2 0.99 0 3092806 261M MD:Z:62A52T139G5 NM:i:3
snap_masked-168184024-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 16 7165695 1272M MD:Z:1272 NM:i:0 cdhit-output-4_9.iteration.1 0.99 16 3261115 1272M MD:Z:639CTC198T431 NM:i:4
snap_masked-168184386-processed-gene-0.10-mRNA-1 myseq9000.fa.r112 0.99 16 9212346 246M MD:Z:246 NM:i:0 cdhit-output-4_8.iteration.1 0.99 0 4479007 246M MD:Z:246 NM:i:0
snap_masked-168186077-processed-gene-0.11-mRNA-1 myseq3000.fa.r112 0.99 0 9299076 276M MD:Z:246A29 NM:i:1 cdhit-output-4_12.iteration.1 0.99 16 3286572 276M MD:Z:29T246 NM:i:1
snap_masked-168186394-processed-gene-0.41-mRNA-1 myseq6000.fa.r112 0.99 0 2334380 312M MD:Z:312 NM:i:0 cdhit-output-4_12.iteration.1 0.99 16 3289009 312M MD:Z:312 NM:i:0
snap_masked-168186642-processed-gene-0.38-mRNA-1 myseq12000.fa.r112 0.99 16 7738068 327M MD:Z:327 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 3092849 327M MD:Z:327 NM:i:0
snap_masked-168186752-processed-gene-0.54-mRNA-1 myseq9000.fa.r112 0.99 16 9298012 354M MD:Z:137C216 NM:i:1 cdhit-output-4_18.iteration.1 0.99 0 3665288 354M MD:Z:93A93A28G137 NM:i:3
snap_masked-168187126-processed-gene-0.29-mRNA-1 myseq12000.fa.r112 0.99 16 7711704 429M MD:Z:51A172G204 NM:i:2 cdhit-output-4_17.iteration.1 0.99 0 2981858 429M MD:Z:377T51 NM:i:1
snap_masked-168187287-processed-gene-0.28-mRNA-1 myseq12000.fa.r112 0.99 0 7664866 291M MD:Z:215T75 NM:i:1 cdhit-output-4_16.iteration.5 0.99 0 1606320 291M MD:Z:45G169T75 NM:i:2
snap_masked-168187529-processed-gene-0.23-mRNA-1 myseq6000.fa.r112 0.99 0 6752123 576M MD:Z:64C241A33C99T135 NM:i:4 cdhit-output-4_13.iteration.1 0.99 0 3957929 576M MD:Z:64C241A33C99T135 NM:i:4
snap_masked-168187669-processed-gene-0.18-mRNA-1 myseq12000.fa.r112 0.99 0 7678388 1980M MD:Z:403G90T13G23T82A310T209A83A759 NM:i:8 cdhit-output-4_16.iteration.1 0.99 0 3093568 1980M MD:Z:403N90N13N23N82N1364 NM:i:5
snap_masked-168187745-processed-gene-0.35-mRNA-1 myseq0.fa.r112 0.99 16 7094626 513M MD:Z:93T419 NM:i:1 cdhit-output-4_12.iteration.1 0.99 16 3364555 513M MD:Z:93T419 NM:i:1
snap_masked-168187912-processed-gene-0.81-mRNA-1 myseq3000.fa.r112 0.99 0 9257759 198M MD:Z:198 NM:i:0 cdhit-output-4_12.iteration.1 0.99 16 2095569 198M MD:Z:198 NM:i:0
snap_masked-168188067-processed-gene-0.21-mRNA-1 myseq6000.fa.r112 0.99 0 6839555 2073M MD:Z:41G959G125T155A303C78G27G378 NM:i:7 cdhit-output-4_14.iteration.1 0.99 16 3011359 2073M MD:Z:378C27C78G143C441C248G710C41 NM:i:7
snap_masked-168188563-processed-gene-0.47-mRNA-1 myseq6000.fa.r112 0.99 0 6706270 237M MD:Z:237 NM:i:0 cdhit-output-4_13.iteration.1 0.99 0 934052 237M MD:Z:237 NM:i:0
snap_masked-168188713-processed-gene-0.72-mRNA-1 myseq3000.fa.r112 0.99 16 9211317 771M MD:Z:7G480C59C128T93 NM:i:4 cdhit-output-4_12.iteration.1 0.99 16 3288923 771M MD:Z:7G202A256G80C222 NM:i:4
snap_masked-168188906-processed-gene-0.33-mRNA-1 myseq0.fa.r112 0.99 0 7134480 375M MD:Z:67A156T62C87 NM:i:3 cdhit-output-4_9.iteration.2 0.99 0 853128 375M MD:Z:90T133T62C87 NM:i:3
snap_masked-168189179-processed-gene-0.37-mRNA-1 myseq6000.fa.r112 0.99 0 6775226 363M MD:Z:94T268 NM:i:1 cdhit-output-4_12.iteration.1 0.99 16 3290794 363M MD:Z:363 NM:i:0
snap_masked-168189516-processed-gene-0.90-mRNA-1 myseq3000.fa.r112 0.99 16 9259119 195M MD:Z:95T99 NM:i:1 cdhit-output-4_11.iteration.1 0.99 0 1168790 195M MD:Z:195 NM:i:0
snap_masked-168189668-processed-gene-0.74-mRNA-1 myseq12000.fa.r112 0.99 0 7681707 846M MD:Z:5C216A116A216G10G6A7A96A33G132 NM:i:9 cdhit-output-4_18.iteration.1 0.99 0 3751291 846M MD:Z:5C216A116A216G10G6A7A96A33G132 NM:i:9
snap_masked-168189808-processed-gene-0.48-mRNA-1 myseq3000.fa.r112 0.99 0 9141616 453M MD:Z:74C15A35G175G31A27C90 NM:i:6 cdhit-output-4_12.iteration.1 0.99 0 3364774 453M MD:Z:90A31A3G175G31A27C90 NM:i:6
snap_masked-168190067-processed-gene-0.38-mRNA-1 myseq12000.fa.r112 0.99 0 7683462 219M MD:Z:219 NM:i:0 cdhit-output-4_18.iteration.1 0.99 0 3751181 219M MD:Z:219 NM:i:0
snap_masked-168190124-processed-gene-0.71-mRNA-1 myseq12000.fa.r112 0.99 16 6893926 234M MD:Z:234 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 441205 234M MD:Z:234 NM:i:0
snap_masked-168190124-processed-gene-0.73-mRNA-1 myseq3000.fa.r112 0.99 16 9299827 339M MD:Z:339 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3287766 339M MD:Z:255T83 NM:i:1
snap_masked-168190460-processed-gene-0.24-mRNA-1 myseq9000.fa.r112 0.99 16 9222925 495M MD:Z:18A40T435 NM:i:2 cdhit-output-4_11.iteration.1 0.99 0 3288231 495M MD:Z:435A40T18 NM:i:2
snap_masked-168190796-processed-gene-0.31-mRNA-1 myseq6000.fa.r112 0.99 0 3730561 411M MD:Z:157G1G140C110 NM:i:3 cdhit-output-4_13.iteration.1 0.99 16 3921718 411M MD:Z:110G140C1C157 NM:i:3
snap_masked-168191007-processed-gene-0.66-mRNA-1 myseq6000.fa.r112 0.99 0 5071911 495M MD:Z:140A172T181 NM:i:2 cdhit-output-4_13.iteration.1 0.99 0 3958232 495M MD:Z:495 NM:i:0
snap_masked-168191369-processed-gene-0.49-mRNA-1 myseq3000.fa.r112 0.99 16 9173277 2022M MD:Z:8C760A643GC55C221G329 NM:i:6 cdhit-output-4_8.iteration.1 0.99 0 4559788 2022M MD:Z:329C221G55GC643T760G8 NM:i:6
snap_masked-168191390-processed-gene-0.33-mRNA-1 myseq3000.fa.r112 0.99 16 9132916 330M MD:Z:249T80 NM:i:1 cdhit-output-4_11.iteration.1 0.99 0 3288411 330M MD:Z:330 NM:i:0
snap_masked-168191652-processed-gene-0.29-mRNA-1 myseq0.fa.r112 0.99 16 935919 495M MD:Z:77G207A193T15 NM:i:3 cdhit-output-4_11.iteration.1 0.99 0 3213147 495M MD:Z:15A193T207C77 NM:i:3
snap_masked-168191928-processed-gene-0.121-mRNA-1 myseq6000.fa.r112 0.99 16 1863263 315M MD:Z:315 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 3011302 315M MD:Z:315 NM:i:0
snap_masked-168191937-processed-gene-0.90-mRNA-1 myseq15000.fa.r112 0.99 16 754304 387M MD:Z:387 NM:i:0 cdhit-output-4_18.iteration.1 0.99 16 3751661 387M MD:Z:387 NM:i:0
snap_masked-168191992-processed-gene-0.18-mRNA-1 myseq9000.fa.r112 0.99 0 7265015 306M MD:Z:47G108G84G64 NM:i:3 cdhit-output-4_16.iteration.5 0.99 16 1560649 306M MD:Z:64C84C108C47 NM:i:3
snap_masked-168193859-processed-gene-0.4-mRNA-1 myseq3000.fa.r112 0.99 16 9208794 366M MD:Z:51C85C228 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 190563 366M MD:Z:228G85G51 NM:i:2
snap_masked-168194944-processed-gene-0.7-mRNA-1 myseq6000.fa.r112 0.99 16 6845854 309M MD:Z:309 NM:i:0 cdhit-output-4_14.iteration.1 0.99 0 2966077 309M MD:Z:309 NM:i:0
snap_masked-168195827-processed-gene-0.34-mRNA-1 myseq6000.fa.r112 0.99 0 6843658 303M MD:Z:236C3G62 NM:i:2 cdhit-output-4_15.iteration.1 0.99 0 3575265 303M MD:Z:236C3G62 NM:i:2
snap_masked-168196290-processed-gene-0.41-mRNA-1 myseq12000.fa.r112 0.99 16 7709100 378M MD:Z:197G120C59 NM:i:2 cdhit-output-4_18.iteration.1 0.99 16 3667705 378M MD:Z:378 NM:i:0
snap_masked-168196290-processed-gene-0.43-mRNA-1 myseq12000.fa.r112 0.99 0 7753056 231M MD:Z:4A2G8C3TA7C4C1A7C12T3GAA2T2G3T8A3C29A1A2T2T6TAT11T7A6G3G5G3A13T6C1C1C4A18G3T3 NM:i:38 cdhit-output-4_13.iteration.5 0.99 0 3384801 231M MD:Z:11C9A109G99 NM:i:3
snap_masked-168198301-processed-gene-0.22-mRNA-1 myseq3000.fa.r112 0.99 16 9300382 1998M MD:Z:537A17A275G103T12T26A1022 NM:i:6 cdhit-output-4_11.iteration.1 0.99 16 3217839 1998M MD:Z:150T386A17A275G103T12T26A1022 NM:i:7
snap_masked-168203871-processed-gene-0.26-mRNA-1 myseq0.fa.r112 0.99 0 7164284 330M MD:Z:150T179 NM:i:1 cdhit-output-4_8.iteration.4 0.99 0 2667440 330M MD:Z:150T179 NM:i:1
snap_masked-168203889-processed-gene-1.64-mRNA-1 myseq12000.fa.r112 0.99 16 7589436 270M MD:Z:21G35C36G175 NM:i:3 cdhit-output-4_17.iteration.1 0.99 0 3051865 270M MD:Z:175C36G35C21 NM:i:3
snap_masked-168204345-processed-gene-0.4-mRNA-1 myseq3000.fa.r112 0.99 0 9300458 463M MD:Z:112C148A29T3G167 NM:i:4 cdhit-output-4_12.iteration.1 0.99 0 3304184 463M MD:Z:112C148A29T3G167 NM:i:4
snap_masked-168205361-processed-gene-0.6-mRNA-1 myseq0.fa.r112 0.99 16 7043739 335M MD:Z:335 NM:i:0 cdhit-output-4_8.iteration.1 0.99 16 4560156 335M MD:Z:335 NM:i:0
snap_masked-168207360-processed-gene-0.89-mRNA-1 myseq9000.fa.r112 0.99 0 9177340 324M MD:Z:239C84 NM:i:1 cdhit-output-4_15.iteration.1 0.99 16 3498957 324M MD:Z:84G239 NM:i:1
snap_masked-168223974-processed-gene-0.66-mRNA-1 myseq12000.fa.r112 0.99 0 7588981 288M MD:Z:288 NM:i:0 cdhit-output-4_18.iteration.1 0.99 16 3665557 288M MD:Z:288 NM:i:0
snap_masked-168224235-processed-gene-0.25-mRNA-1 myseq12000.fa.r112 0.99 16 7663740 399M MD:Z:62A40A266A28 NM:i:3 cdhit-output-4_18.iteration.1 0.99 16 3751469 399M MD:Z:62A40A266A28 NM:i:3
snap_masked-168225051-processed-gene-0.49-mRNA-1 myseq12000.fa.r112 0.99 16 7597937 564M MD:Z:32A15C39TC18A38T142C6C266 NM:i:8 cdhit-output-4_19.iteration.1 0.99 0 831767 564M MD:Z:266G6G142A38T18GA39G15T32 NM:i:8
snap_masked-168225351-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 0 9298887 1146M MD:Z:302A2A59C42G136G209C63C33A9T14G267 NM:i:10 cdhit-output-4_12.iteration.1 0.99 0 3364437 1146M MD:Z:302A2A59C42G136G209C63C33A9T14G267 NM:i:10
snap_masked-168229213-processed-gene-0.9-mRNA-1 myseq3000.fa.r112 0.99 16 9205585 483M MD:Z:35C447 NM:i:1 cdhit-output-4_10.iteration.1 0.99 16 2894348 483M MD:Z:35C7T86G352 NM:i:3
snap_masked-168229351-processed-gene-0.22-mRNA-1 myseq0.fa.r112 0.99 16 7094399 633M MD:Z:122A23T262T223 NM:i:3 cdhit-output-4_10.iteration.1 0.99 16 2855795 633M MD:Z:122A23T262T223 NM:i:3
snap_masked-168229358-processed-gene-0.31-mRNA-1 myseq9000.fa.r112 0.99 16 9167127 189M MD:Z:189 NM:i:0 cdhit-output-4_16.iteration.1 0.99 16 3059869 189M MD:Z:189 NM:i:0
snap_masked-168230436-processed-gene-0.5-mRNA-1 myseq9000.fa.r112 0.99 16 9268096 294M MD:Z:294 NM:i:0 cdhit-output-4_15.iteration.1 0.99 16 3576033 294M MD:Z:294 NM:i:0
snap_masked-168231449-processed-gene-0.7-mRNA-1 myseq6000.fa.r112 0.99 0 5302398 2136M MD:Z:344C620G521A89G558 NM:i:4 cdhit-output-4_13.iteration.1 0.99 16 3958062 2136M MD:Z:558C89T521C620G344 NM:i:4
snap_masked-168231973-processed-gene-0.49-mRNA-1 myseq6000.fa.r112 0.99 0 6784064 327M MD:Z:141T52G6C125 NM:i:3 cdhit-output-4_15.iteration.4 0.99 16 4531964 327M MD:Z:125G6C52A141 NM:i:3
snap_masked-168232428-processed-gene-0.5-mRNA-1 myseq0.fa.r112 0.99 16 4249523 495M MD:Z:495 NM:i:0 cdhit-output-4_8.iteration.1 0.99 0 4458873 495M MD:Z:495 NM:i:0
snap_masked-168232836-processed-gene-0.90-mRNA-1 myseq3000.fa.r112 0.99 16 9130397 207M MD:Z:28C18A159 NM:i:2 cdhit-output-4_11.iteration.1 0.99 0 3287791 207M MD:Z:159T18G28 NM:i:2
snap_masked-168235312-processed-gene-0.51-mRNA-1 myseq6000.fa.r112 0.99 16 6714127 417M MD:Z:405A11 NM:i:1 cdhit-output-4_13.iteration.1 0.99 16 3957945 417M MD:Z:405A11 NM:i:1
snap_masked-168235716-processed-gene-0.16-mRNA-1 myseq12000.fa.r112 0.99 0 7748552 2046M MD:Z:601A226A447T769 NM:i:3 cdhit-output-4_17.iteration.1 0.99 16 3051722 2046M MD:Z:769A447T226T601 NM:i:3
snap_masked-168235933-processed-gene-0.37-mRNA-1 myseq3000.fa.r112 0.99 16 9300230 420M MD:Z:20T141TG15T56C147A35 NM:i:6 cdhit-output-4_12.iteration.4 0.99 16 2697137 420M MD:Z:162TG15T56C147A35 NM:i:5
snap_masked-168236646-processed-gene-0.5-mRNA-1 myseq6000.fa.r112 0.99 0 6281293 354M MD:Z:269G62A21 NM:i:2 cdhit-output-4_14.iteration.1 0.99 16 2939023 354M MD:Z:21T62C213T55 NM:i:3
snap_masked-168237797-processed-gene-0.16-mRNA-1 myseq12000.fa.r112 0.99 0 2940583 354M MD:Z:35A318 NM:i:1 cdhit-output-4_18.iteration.1 0.99 16 3751629 354M MD:Z:318T35 NM:i:1
snap_masked-168238271-processed-gene-0.72-mRNA-1 myseq6000.fa.r112 0.99 0 6795105 306M MD:Z:25T26C20A95T81G54 NM:i:5 cdhit-output-4_14.iteration.1 0.99 16 3011869 306M MD:Z:54C81A95T20G26A25 NM:i:5
snap_masked-168240424-processed-gene-0.8-mRNA-1 myseq9000.fa.r112 0.99 0 9184165 855M MD:Z:62G58T68G48A143C138T332 NM:i:6 cdhit-output-4_16.iteration.1 0.99 16 3092705 855M MD:Z:332A138G143T176C62 NM:i:4
snap_masked-168241459-processed-gene-0.18-mRNA-1 myseq0.fa.r112 0.99 16 2402299 1620M MD:Z:237T350C193G600C236 NM:i:4 cdhit-output-4_9.iteration.1 0.99 16 3260361 1620M MD:Z:237T350C193G600C236 NM:i:4
snap_masked-168243331-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 7646828 873M MD:Z:45G194C4G8C353T182G81 NM:i:6 cdhit-output-4_17.iteration.1 0.99 0 3051794 873M MD:Z:45G194C4G8C353T182G81 NM:i:6
snap_masked-168243486-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 16 7739266 279M MD:Z:279 NM:i:0 cdhit-output-4_18.iteration.1 0.99 0 3667066 279M MD:Z:279 NM:i:0
snap_masked-168244189-processed-gene-0.53-mRNA-1 myseq9000.fa.r112 0.99 16 9137295 486M MD:Z:486 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 3024763 486M MD:Z:486 NM:i:0
snap_masked-168244258-processed-gene-0.66-mRNA-1 myseq6000.fa.r112 0.99 16 6832604 321M MD:Z:251G69 NM:i:1 cdhit-output-4_13.iteration.1 0.99 0 3957543 321M MD:Z:69C251 NM:i:1
snap_masked-168245925-processed-gene-0.11-mRNA-1 myseq12000.fa.r112 0.99 16 7700664 2205M MD:Z:341C16A1592C253 NM:i:3 cdhit-output-4_18.iteration.1 0.99 16 3751792 2205M MD:Z:341C667G941C253 NM:i:3
snap_masked-168247724-processed-gene-0.41-mRNA-1 myseq12000.fa.r112 0.99 0 7668996 303M MD:Z:303 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 3092353 303M MD:Z:303 NM:i:0
snap_masked-168248980-processed-gene-0.11-mRNA-1 myseq12000.fa.r112 0.99 0 7738017 4800M MD:Z:288T140G254T154C228A63T49A1A206G24A326T40A9C60G237A530T606G84G305T279C226C147C35G486 NM:i:23 cdhit-output-4_17.iteration.1 0.99 0 3052195 4800M MD:Z:288T57T82G254T154C228A63T49A1A206G24A326T40A9C60G277A19T470T606G84G305T279C226C147C35G486 NM:i:25
snap_masked-168250030-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 16 6813262 2355M MD:Z:41C90T359A167T5A113C386G662A308C15G14G153G3C26 NM:i:13 cdhit-output-4_14.iteration.1 0.99 16 3012239 2355M MD:Z:41C90T359A167T5A113C223T31C196A131G68A38C127G228A308C15G14G153G3C26 NM:i:19
snap_masked-168250072-processed-gene-0.12-mRNA-1 myseq6000.fa.r112 0.99 0 6788035 324M MD:Z:287A36 NM:i:1 cdhit-output-4_14.iteration.1 0.99 0 2941354 324M MD:Z:287A36 NM:i:1
snap_masked-168251630-processed-gene-0.22-mRNA-1 myseq12000.fa.r112 0.99 16 7753587 468M MD:Z:468 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 2987312 468M MD:Z:468 NM:i:0
snap_masked-168251950-processed-gene-0.29-mRNA-1 myseq6000.fa.r112 0.99 0 6752695 1779M MD:Z:1552A83G40TG100 NM:i:4 cdhit-output-4_12.iteration.1 0.99 16 3364528 1779M MD:Z:100CA40C1636 NM:i:3
snap_masked-168251974-processed-gene-0.59-mRNA-1 myseq9000.fa.r112 0.99 0 4000176 306M MD:Z:306 NM:i:0 cdhit-output-4_15.iteration.1 0.99 0 3528326 306M MD:Z:306 NM:i:0
snap_masked-168253840-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 16 8590757 294M MD:Z:95C198 NM:i:1 cdhit-output-4_9.iteration.2 0.99 0 3299796 294M MD:Z:55T142G95 NM:i:2
snap_masked-168253890-processed-gene-0.45-mRNA-1 myseq12000.fa.r112 0.99 16 7641515 195M MD:Z:30A2T38A122 NM:i:3 cdhit-output-4_17.iteration.2 0.99 16 4296070 195M MD:Z:30A164 NM:i:1
snap_masked-168254571-processed-gene-0.7-mRNA-1 myseq0.fa.r112 0.99 16 7123702 615M MD:Z:579C35 NM:i:1 cdhit-output-4_9.iteration.1 0.99 16 3260123 615M MD:Z:579C35 NM:i:1
snap_masked-168254898-processed-gene-0.45-mRNA-1 myseq9000.fa.r112 0.99 0 9265740 330M MD:Z:330 NM:i:0 cdhit-output-4_15.iteration.1 0.99 0 3575878 330M MD:Z:330 NM:i:0
snap_masked-168255753-processed-gene-0.72-mRNA-1 myseq9000.fa.r112 0.99 16 9268392 222M MD:Z:222 NM:i:0 cdhit-output-4_10.iteration.1 0.99 0 2851456 222M MD:Z:109G112 NM:i:1
snap_masked-168255753-processed-gene-0.73-mRNA-1 myseq9000.fa.r112 0.99 16 9268392 213M MD:Z:213 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 3011349 213M MD:Z:213 NM:i:0
snap_masked-168256972-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 16 9299306 795M MD:Z:795 NM:i:0 cdhit-output-4_15.iteration.1 0.99 0 3497543 795M MD:Z:795 NM:i:0
snap_masked-168257802-processed-gene-0.32-mRNA-1 myseq3000.fa.r112 0.99 0 9289386 180M MD:Z:180 NM:i:0 cdhit-output-4_11.iteration.1 0.99 0 3287610 180M MD:Z:180 NM:i:0
snap_masked-168257802-processed-gene-0.34-mRNA-1 myseq6000.fa.r112 0.99 0 6755463 246M MD:Z:182C63 NM:i:1 cdhit-output-4_16.iteration.1 0.99 16 162399 246M MD:Z:63G182 NM:i:1
snap_masked-168258397-processed-gene-0.3-mRNA-1 myseq0.fa.r112 0.99 16 7075638 675M MD:Z:51C145C477 NM:i:2 cdhit-output-4_8.iteration.1 0.99 16 4459019 675M MD:Z:51C145C477 NM:i:2
snap_masked-168259672-processed-gene-0.13-mRNA-1 myseq6000.fa.r112 0.99 0 6848481 661M MD:Z:179GA268C72G56G81 NM:i:5 cdhit-output-4_12.iteration.1 0.99 16 3364210 661M MD:Z:81C56C72G147AG13A105TC38A140 NM:i:9
snap_masked-168260411-processed-gene-0.69-mRNA-1 myseq9000.fa.r112 0.99 0 430808 372M MD:Z:28T343 NM:i:1 cdhit-output-4_15.iteration.1 0.99 0 3526338 372M MD:Z:28T343 NM:i:1
snap_masked-168268917-processed-gene-0.56-mRNA-1 myseq0.fa.r112 0.99 0 7080565 2523M MD:Z:324A348T843G1005 NM:i:3 cdhit-output-4_9.iteration.1 0.99 0 3260863 2523M MD:Z:324A348T843G248G756 NM:i:4
snap_masked-168275735-processed-gene-0.52-mRNA-1 myseq0.fa.r112 0.99 0 1839825 207M MD:Z:207 NM:i:0 cdhit-output-4_10.iteration.1 0.99 16 1124419 207M MD:Z:4A202 NM:i:1
snap_masked-168277302-processed-gene-0.103-mRNA-1 myseq9000.fa.r112 0.99 0 9143815 330M MD:Z:279A50 NM:i:1 cdhit-output-4_16.iteration.1 0.99 16 3092495 330M MD:Z:50T279 NM:i:1
snap_masked-168280405-processed-gene-0.57-mRNA-1 myseq0.fa.r112 0.99 16 7125035 321M MD:Z:321 NM:i:0 cdhit-output-4_9.iteration.1 0.99 16 3260957 321M MD:Z:275T45 NM:i:1
snap_masked-168280502-processed-gene-0.48-mRNA-1 myseq0.fa.r112 0.99 16 804257 342M MD:Z:135A206 NM:i:1 cdhit-output-4_9.iteration.1 0.99 16 3205074 342M MD:Z:135A206 NM:i:1
snap_masked-168280530-processed-gene-0.14-mRNA-1 myseq0.fa.r112 0.99 0 7083626 357M MD:Z:357 NM:i:0 cdhit-output-4_9.iteration.1 0.99 16 3221622 357M MD:Z:357 NM:i:0
snap_masked-168282317-processed-gene-1.55-mRNA-1 myseq12000.fa.r112 0.99 16 7592184 2328M MD:Z:2061G266 NM:i:1 cdhit-output-4_17.iteration.1 0.99 0 3052384 2328M MD:Z:266C28T2032 NM:i:2
snap_masked-168282317-processed-gene-2.81-mRNA-1 myseq3000.fa.r112 0.99 0 9234135 750M MD:Z:386A124C238 NM:i:2 cdhit-output-4_12.iteration.1 0.99 16 3287863 750M MD:Z:20G217G453A57 NM:i:3
snap_masked-168283834-processed-gene-0.13-mRNA-1 myseq12000.fa.r112 0.99 0 7619955 1212M MD:Z:1212 NM:i:0 cdhit-output-4_10.iteration.1 0.99 16 2915313 1212M MD:Z:1212 NM:i:0
snap_masked-168289165-processed-gene-0.38-mRNA-1 myseq9000.fa.r112 0.99 0 9133043 1329M MD:Z:431A729T167 NM:i:2 cdhit-output-4_15.iteration.1 0.99 16 3496500 1329M MD:Z:167A165G563T98T332 NM:i:4
snap_masked-168291772-processed-gene-0.4-mRNA-1 myseq12000.fa.r112 0.99 0 7703967 1095M MD:Z:479C122C5C432A53 NM:i:4 cdhit-output-4_16.iteration.1 0.99 16 3019709 1095M MD:Z:53T432G5G122G479 NM:i:4
snap_masked-168292088-processed-gene-0.16-mRNA-1 myseq12000.fa.r112 0.99 16 7721611 474M MD:Z:29G364G14T64 NM:i:3 cdhit-output-4_16.iteration.1 0.99 16 3092273 474M MD:Z:29G364G14T64 NM:i:3
snap_masked-168293352-processed-gene-0.9-mRNA-1 myseq0.fa.r112 0.99 16 7157549 414M MD:Z:414 NM:i:0 cdhit-output-4_8.iteration.1 0.99 16 4459287 414M MD:Z:414 NM:i:0
snap_masked-168293709-processed-gene-0.14-mRNA-1 myseq9000.fa.r112 0.99 16 9284302 192M MD:Z:192 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 305078 192M MD:Z:192 NM:i:0
snap_masked-168294454-processed-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 0 7526499 834M MD:Z:834 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3230957 834M MD:Z:834 NM:i:0
snap_masked-168297966-processed-gene-0.26-mRNA-1 myseq12000.fa.r112 0.99 16 7629681 579M MD:Z:176C68T34C149A148 NM:i:4 cdhit-output-4_16.iteration.1 0.99 0 3092340 579M MD:Z:298G34A68G176 NM:i:3
snap_masked-168300261-processed-gene-0.7-mRNA-1 myseq0.fa.r112 0.99 0 7107653 549M MD:Z:299A15C5AA26T7A47T42C36G63 NM:i:9 cdhit-output-4_9.iteration.1 0.99 16 3260831 549M MD:Z:63C36G42A47T7A26TT5G15T299 NM:i:9
snap_masked-168302458-processed-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 0 7740445 2586M MD:Z:9G108A6G35G50C926G32C169C435T276T146C146G41G194 NM:i:13 cdhit-output-4_19.iteration.1 0.99 0 831789 2586M MD:Z:9G108A6G35G50C926G32C169C499C359C146G41G194 NM:i:12
snap_masked-168304880-processed-gene-0.14-mRNA-1 myseq0.fa.r112 0.99 0 7077513 402M MD:Z:36T226C90C25G21 NM:i:4 cdhit-output-4_9.iteration.2 0.99 16 3277814 402M MD:Z:21C25G90G226A36 NM:i:4
snap_masked-168305341-processed-gene-0.112-mRNA-1 myseq12000.fa.r112 0.99 0 7652138 609M MD:Z:167A320C120 NM:i:2 cdhit-output-4_17.iteration.1 0.99 16 3052417 609M MD:Z:609 NM:i:0
snap_masked-168306296-processed-gene-0.7-mRNA-1 myseq0.fa.r112 0.99 0 1147947 573M MD:Z:90C136C249G42A17AC33 NM:i:6 cdhit-output-4_8.iteration.3 0.99 16 5152488 573M MD:Z:33GT17T42C249G136G90 NM:i:6
