bin coverage transcript strand gene cigar MD NM
myseq12000.fa.r112 0.99 augustus_masked-168183743-processed-gene-0.3-mRNA-1 0 7751587 2406M MD:Z:47C124G298A52A44C8T200G23T86A413T419T12T301T17G107G240 NM:i:15
myseq0.fa.r112 0.99 augustus_masked-168183601-processed-gene-0.2-mRNA-1 16 7018076 1509M MD:Z:96A124C34C30A211C97G239C418T169C82 NM:i:9
myseq6000.fa.r112 0.99 augustus_masked-168183575-processed-gene-0.30-mRNA-1 0 6849485 2436M MD:Z:16A20C34C33C73A56C44A114C3C5A30A55A30C115G17A172A30G69A113A373T3G53T1C26T1C195C101G88G24T111T33T9C67A27G146C114 NM:i:35
myseq9000.fa.r112 0.99 augustus_masked-168183397-processed-gene-0.1-mRNA-1 16 9288158 870M MD:Z:329G540 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168183208-processed-gene-0.33-mRNA-1 16 9225321 345M MD:Z:234C75A34 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168182986-processed-gene-0.6-mRNA-1 0 6849277 744M MD:Z:483A67A192 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168182957-processed-gene-0.12-mRNA-1 16 6762778 324M MD:Z:324 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168182674-processed-gene-0.3-mRNA-1 0 9244018 1920M MD:Z:358T156C115A123T151G454T313T122G120 NM:i:8
myseq6000.fa.r112 0.99 augustus_masked-168182673-processed-gene-0.4-mRNA-1 16 5836369 279M MD:Z:8C21AG46A22A10G98C67 NM:i:7
myseq9000.fa.r112 0.99 augustus_masked-168182664-processed-gene-0.11-mRNA-1 0 9130462 683M MD:Z:61C374G73G41C130 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-168174636-processed-gene-0.1-mRNA-1 0 9132109 1530M MD:Z:137T312A141C362T45C528 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-168174206-processed-gene-0.5-mRNA-1 16 9294386 414M MD:Z:414 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168171829-processed-gene-0.1-mRNA-1 16 7019118 1260M MD:Z:285T38C399A535 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168166395-processed-gene-0.0-mRNA-1 0 6828067 1203M MD:Z:204C258G588T150 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168156905-processed-gene-0.15-mRNA-1 0 7631515 2757M MD:Z:2757 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168156783-processed-gene-0.1-mRNA-1 0 9138638 603M MD:Z:60A19A522 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168154322-processed-gene-0.1-mRNA-1 16 3783983 1485M MD:Z:539C62C75G271T534 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-168153506-processed-gene-0.0-mRNA-1 0 7707912 749M MD:Z:116A78C12A2G56G174A1A75T23T203 NM:i:9
myseq0.fa.r112 0.99 augustus_masked-168150751-processed-gene-0.1-mRNA-1 16 7090052 297M MD:Z:27C269 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168146477-processed-gene-0.1-mRNA-1 0 6847638 420M MD:Z:28G391 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168145768-processed-gene-0.0-mRNA-1 0 9235635 1860M MD:Z:39A182A170G106G132G184A464T129G446 NM:i:8
myseq3000.fa.r112 0.99 augustus_masked-168145299-processed-gene-0.5-mRNA-1 0 9217578 850M MD:Z:377C236T59G139G35 NM:i:4
myseq3000.fa.r112 0.99 augustus_masked-168144026-processed-gene-0.0-mRNA-1 16 9209889 2583M MD:Z:681A1611A227G1A59 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-168143935-processed-gene-0.9-mRNA-1 16 9167689 630M MD:Z:22T33C15T58T27C200A7C62G58G39G29A62C6 NM:i:12
myseq3000.fa.r112 0.99 augustus_masked-168143487-processed-gene-0.3-mRNA-1 0 9297423 972M MD:Z:140A40T113C43A25AA34T256G42G17A140G111 NM:i:11
myseq9000.fa.r112 0.99 augustus_masked-168143196-processed-gene-0.12-mRNA-1 0 9137030 2433M MD:Z:27A187T43C17C15C26G254C47G371G68C71T77T89G1G132C29T86G92T2T326T119C333 NM:i:21
myseq3000.fa.r112 0.99 augustus_masked-168143171-processed-gene-0.5-mRNA-1 0 9214621 2376M MD:Z:2167C208 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168139866-processed-gene-0.5-mRNA-1 0 7751654 336M MD:Z:336 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168138750-processed-gene-0.0-mRNA-1 16 7741131 1611M MD:Z:1074A191T14T292A36 NM:i:4
myseq6000.fa.r112 0.99 augustus_masked-168137910-processed-gene-0.0-mRNA-1 16 6803738 2757M MD:Z:237T165G735T119G6A122G92G75T3G42C40T1G43A13G58G3A33G75G172A362A74T119G146 NM:i:22
myseq12000.fa.r112 0.99 augustus_masked-168137349-processed-gene-0.8-mRNA-1 16 7672804 699M MD:Z:80G14T216G12G373 NM:i:4
myseq0.fa.r112 0.99 augustus_masked-168137129-processed-gene-0.1-mRNA-1 0 7144851 2445M MD:Z:209C44A52G174C134G170A8A507G203T4G51T47A439T20T38G10C56C18G152C7T49G32 NM:i:21
myseq9000.fa.r112 0.99 augustus_masked-168135719-processed-gene-0.7-mRNA-1 0 9219598 1905M MD:Z:687C814G119T282 NM:i:3
myseq3000.fa.r112 0.99 augustus_masked-168134893-processed-gene-0.0-mRNA-1 16 9288741 1281M MD:Z:398C251G176G150G56A245 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-168132471-processed-gene-0.0-mRNA-1 0 9297954 1248M MD:Z:95T224C193G40C27G75G27A113T65A184G53A100C5C14C19 NM:i:14
myseq3000.fa.r112 0.99 augustus_masked-168124981-processed-gene-0.0-mRNA-1 16 9294259 2265M MD:Z:368G37T1T29A65T3C101A226T840A586 NM:i:9
myseq9000.fa.r112 0.99 augustus_masked-168123280-processed-gene-0.4-mRNA-1 16 9202700 2511M MD:Z:27T68A50A182C731A74C88T125G684G473 NM:i:9
myseq6000.fa.r112 0.99 augustus_masked-168119776-processed-gene-0.1-mRNA-1 0 4514584 843M MD:Z:27T71C76AT5C37G186T28C121A38A33T38A171 NM:i:12
myseq12000.fa.r112 0.99 augustus_masked-168118944-processed-gene-0.1-mRNA-1 0 7718560 675M MD:Z:152G131C239A30C89T22G6 NM:i:6
myseq15000.fa.r112 0.99 augustus_masked-168117247-processed-gene-0.3-mRNA-1 0 8183152 2517M MD:Z:849T19A185A623A50C231A554 NM:i:6
myseq9000.fa.r112 0.99 augustus_masked-168117171-processed-gene-0.1-mRNA-1 0 9290791 645M MD:Z:398G246 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168113120-processed-gene-0.3-mRNA-1 16 9255866 2532M MD:Z:144G683A559GT188A83A66C802 NM:i:7
myseq0.fa.r112 0.99 augustus_masked-168110632-processed-gene-0.0-mRNA-1 16 7099556 3588M MD:Z:1147T136G107C1085G32A291T71T106T105C85A78A5T40T63G121C101 NM:i:15
myseq3000.fa.r112 0.99 augustus_masked-168108657-processed-gene-0.0-mRNA-1 0 9262150 846M MD:Z:408A31G405 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168108656-processed-gene-0.7-mRNA-1 16 7599268 1005M MD:Z:31A12A97A612G82C166 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-168107337-processed-gene-0.2-mRNA-1 0 9237698 1677M MD:Z:365A1311 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168106915-processed-gene-0.1-mRNA-1 0 6846856 2424M MD:Z:665A722G203G86C119C62A561 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-168105669-processed-gene-0.3-mRNA-1 16 7627217 4647M MD:Z:860C333T14G134A770G70G313A37A37T37G17T555A42C101C21A39T40G143A139T40T433C30T92T21C49C255 NM:i:25
myseq6000.fa.r112 0.99 augustus_masked-168102219-processed-gene-0.2-mRNA-1 16 6780195 872M MD:Z:468CA1A103G296 NM:i:4
myseq6000.fa.r112 0.99 augustus_masked-168101744-processed-gene-0.0-mRNA-1 0 6832357 1923M MD:Z:341T1554C26 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168100658-processed-gene-0.0-mRNA-1 16 9175298 1974M MD:Z:119T599C147C311A32A172C28C13C96T55G392 NM:i:10
myseq3000.fa.r112 0.99 augustus_masked-168089468-processed-gene-0.0-mRNA-1 16 9251330 1461M MD:Z:149T1A43G14G27T58C5G25C11A35A621T319G141 NM:i:12
myseq9000.fa.r112 0.99 augustus_masked-168088796-processed-gene-0.5-mRNA-1 0 9265368 312M MD:Z:312 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168086386-processed-gene-0.4-mRNA-1 0 7737289 1227M MD:Z:222T247T7A477A270 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-168086040-processed-gene-0.3-mRNA-1 16 9179357 2397M MD:Z:17T41A762A431C230T121C249GT282C90A95T21C46 NM:i:12
myseq6000.fa.r112 0.99 augustus_masked-168085162-processed-gene-0.1-mRNA-1 0 6461742 3189M MD:Z:6C73A54G202A304T260G210A51T635C349T29G1005 NM:i:11
myseq0.fa.r112 0.99 augustus_masked-168081040-processed-gene-0.3-mRNA-1 0 7046199 327M MD:Z:101A225 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168079202-processed-gene-0.3-mRNA-1 16 6850102 2298M MD:Z:126T143A98G257C248A271A138G284G725 NM:i:8
myseq9000.fa.r112 0.99 augustus_masked-168076689-processed-gene-0.0-mRNA-1 16 9301774 1923M MD:Z:194T141C637T14C330G26A43T342T188 NM:i:8
myseq12000.fa.r112 0.99 augustus_masked-168073632-processed-gene-0.3-mRNA-1 16 7743479 432M MD:Z:8C75T58T35A11TG9C7A1C44T11C6T25A7T47G34C8T29 NM:i:17
myseq0.fa.r112 0.99 augustus_masked-168065758-processed-gene-0.0-mRNA-1 16 6112417 2058M MD:Z:225C353C10C33G1433 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-168063138-processed-gene-0.6-mRNA-1 0 7750155 549M MD:Z:33C17G14A482 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-168060398-processed-gene-0.15-mRNA-1 16 9301506 1500M MD:Z:42C179C68T127T296G560C122T99 NM:i:7
myseq0.fa.r112 0.99 augustus_masked-168053689-processed-gene-0.2-mRNA-1 16 7141172 1464M MD:Z:1464 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168053619-processed-gene-0.0-mRNA-1 0 7165826 3015M MD:Z:71G6C223T302G163C54G11A155C14G11C380T327G35G404G679C165 NM:i:15
myseq12000.fa.r112 0.99 augustus_masked-168050235-processed-gene-0.0-mRNA-1 16 7751387 2193M MD:Z:582G852C49N167A91T30C73C53C288 NM:i:8
myseq6000.fa.r112 0.99 augustus_masked-168048797-processed-gene-0.3-mRNA-1 0 6792337 2094M MD:Z:137T152T202T210T121C67G32C308G144C69G44T597 NM:i:11
myseq3000.fa.r112 0.99 augustus_masked-168041425-processed-gene-0.4-mRNA-1 16 9297353 1349M MD:Z:420G465T439A22 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168038738-processed-gene-0.14-mRNA-1 16 6838008 2445M MD:Z:210G23C443A1732C33 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-168027783-processed-gene-0.0-mRNA-1 0 9131397 1095M MD:Z:6GA205T34T544A1A293A5 NM:i:7
myseq12000.fa.r112 0.99 augustus_masked-168027072-processed-gene-0.2-mRNA-1 16 7694160 345M MD:Z:266C78 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168026261-processed-gene-0.2-mRNA-1 16 9299178 387M MD:Z:28G2A42C21G80GAC7G19T179 NM:i:9
myseq12000.fa.r112 0.99 augustus_masked-168024456-processed-gene-0.1-mRNA-1 16 7638689 607M MD:Z:607 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168024329-processed-gene-0.8-mRNA-1 16 6812492 3156M MD:Z:14G129C35G4C1374T723C619A207TT42 NM:i:9
myseq6000.fa.r112 0.99 augustus_masked-168023958-processed-gene-0.4-mRNA-1 16 6842551 2778M MD:Z:822A363A1591 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168021552-processed-gene-0.2-mRNA-1 0 9245259 462M MD:Z:33A418T9 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168019004-processed-gene-0.3-mRNA-1 16 4164668 507M MD:Z:36T4T167C297 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168019004-processed-gene-0.2-mRNA-1 16 7670667 402M MD:Z:402 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168012267-processed-gene-0.4-mRNA-1 16 9290265 504M MD:Z:61A6A10A37A8T19A33T155C102G45T18 NM:i:10
myseq6000.fa.r112 0.99 augustus_masked-168005044-processed-gene-0.1-mRNA-1 16 5255 822M MD:Z:115A65C37T24G157C153G45G19T13A12T73G5TGG39C50 NM:i:15
myseq3000.fa.r112 0.99 augustus_masked-168002720-processed-gene-0.0-mRNA-1 0 9208009 2232M MD:Z:45C76C56A33C224C229A4G353G44A99C574G304T179 NM:i:12
myseq9000.fa.r112 0.99 augustus_masked-168000943-processed-gene-0.1-mRNA-1 0 9302071 219M MD:Z:219 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-167998294-processed-gene-0.3-mRNA-1 16 3098643 327M MD:Z:274G14T37 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-167993638-processed-gene-0.1-mRNA-1 0 9172798 2643M MD:Z:579G34G332G218G493C3A320C305C5A177C167 NM:i:10
myseq12000.fa.r112 0.99 augustus_masked-167990981-processed-gene-0.0-mRNA-1 16 7643142 543M MD:Z:543 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-167988530-processed-gene-0.0-mRNA-1 0 6736912 1461M MD:Z:66T6C23T340A360T120G80A316C54A80G6 NM:i:10
myseq12000.fa.r112 0.99 augustus_masked-167988002-processed-gene-0.2-mRNA-1 0 7705992 1773M MD:Z:130A43A1274A323 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-167974810-processed-gene-0.2-mRNA-1 16 9299109 408M MD:Z:44CT25C1A17A9T2A42A89G23A70G75 NM:i:11
myseq6000.fa.r112 0.99 augustus_masked-167971005-processed-gene-0.1-mRNA-1 16 6824397 513M MD:Z:378C19G114 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-167968022-processed-gene-0.1-mRNA-1 0 6850162 1188M MD:Z:190T204T52G16T53G188A100T80T13G47GT234 NM:i:11
myseq3000.fa.r112 0.99 augustus_masked-167964991-processed-gene-0.1-mRNA-1 16 9276067 954M MD:Z:567C115C70C76G122 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-167963717-processed-gene-0.3-mRNA-1 0 9229068 3135M MD:Z:362T122T131T67C213A80G125G233A943G489A227T132 NM:i:11
myseq3000.fa.r112 0.99 augustus_masked-167961791-processed-gene-0.2-mRNA-1 16 2241633 843M MD:Z:428T353T41A14T3 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-167958808-processed-gene-0.3-mRNA-1 0 9225421 1998M MD:Z:110C8T230C1647 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-167953955-processed-gene-0.9-mRNA-1 0 7749445 791M MD:Z:13T10A53A5TA94A4T67T16A2A66C119T9T27G6T42C9G3G6G53C17C15T31T25C10G12GC1T17C15TG13 NM:i:31
myseq9000.fa.r112 0.99 augustus_masked-167949451-processed-gene-0.7-mRNA-1 0 9181246 360M MD:Z:360 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-167945485-processed-gene-0.3-mRNA-1 0 6849645 639M MD:Z:99C16C64T15G150T177T112 NM:i:6
myseq6000.fa.r112 0.99 augustus_masked-167943784-processed-gene-0.5-mRNA-1 0 6748611 501M MD:Z:244C256 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-167943732-processed-gene-0.5-mRNA-1 0 5013349 336M MD:Z:336 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-167942660-processed-gene-0.4-mRNA-1 0 9236790 321M MD:Z:321 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-167941534-processed-gene-0.2-mRNA-1 0 9266851 1179M MD:Z:335A35C221C155T39G196T192 NM:i:6
myseq6000.fa.r112 0.99 augustus_masked-167937783-processed-gene-0.2-mRNA-1 16 6765534 2403M MD:Z:1135G895G44A32A215AG10A1G63 NM:i:8
myseq12000.fa.r112 0.99 augustus_masked-167937159-processed-gene-0.2-mRNA-1 0 7709177 2481M MD:Z:907T499G188T76C603T178C24 NM:i:6
myseq6000.fa.r112 0.99 augustus_masked-167935987-processed-gene-0.3-mRNA-1 16 2738291 1914M MD:Z:632G57G14T20A230G956 NM:i:5
myseq9000.fa.r112 0.99 augustus_masked-167934805-processed-gene-0.1-mRNA-1 16 9276287 675M MD:Z:126T18C37C217C273 NM:i:4
myseq3000.fa.r112 0.99 augustus_masked-167932084-processed-gene-0.0-mRNA-1 0 9163653 1470M MD:Z:1470 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-167931812-processed-gene-0.2-mRNA-1 16 7132429 1515M MD:Z:264C203C14C23G89C99T12G426T1T375 NM:i:9
myseq12000.fa.r112 0.99 augustus_masked-167929112-processed-gene-0.0-mRNA-1 16 5281821 2211M MD:Z:528C402C508A181A236T351 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-167927206-processed-gene-0.5-mRNA-1 16 9291292 1917M MD:Z:164G192C372T223C306C58C91G63G210G43G39C30G89A24 NM:i:13
myseq0.fa.r112 0.99 augustus_masked-167924612-processed-gene-0.2-mRNA-1 0 89967 2316M MD:Z:2316 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-167922716-processed-gene-0.34-mRNA-1 0 9214018 474M MD:Z:474 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-167922106-processed-gene-0.0-mRNA-1 16 9140221 333M MD:Z:70T162T99 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-167920184-processed-gene-0.7-mRNA-1 16 7715533 1908M MD:Z:374T1439T93 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-167918910-processed-gene-0.13-mRNA-1 16 9300792 2019M MD:Z:19G255G148C36G108A182T161T144C113T46A9C3GA7T84G155T92C288C18T11C24G95 NM:i:21
myseq3000.fa.r112 0.99 augustus_masked-167915233-processed-gene-0.2-mRNA-1 16 9276888 838M MD:Z:57A41G65T3T2T61CC42G3T59A44T6T24G53C11A36T61C11G86A3A2G2G18C4T45G47CG1A13C1A7 NM:i:30
myseq9000.fa.r112 0.99 augustus_masked-167914925-processed-gene-0.1-mRNA-1 0 9134866 333M MD:Z:333 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-167914815-processed-gene-0.0-mRNA-1 16 9212939 1431M MD:Z:601G469T359 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-167908641-processed-gene-0.0-mRNA-1 0 1975403 475M MD:Z:395T79 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-167908038-processed-gene-0.0-mRNA-1 16 9232740 303M MD:Z:22T43A36G3T21G7A45G41G77 NM:i:8
myseq3000.fa.r112 0.99 augustus_masked-167906599-processed-gene-0.1-mRNA-1 0 9299891 564M MD:Z:75C104G117A57A197A9 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-167902563-processed-gene-0.2-mRNA-1 0 9228212 426M MD:Z:366T1GA56 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-167895852-processed-gene-0.0-mRNA-1 16 7085370 2103M MD:Z:299C396A176A78T73A44A305T32A191G136T159G106A96 NM:i:12
myseq9000.fa.r112 0.99 augustus_masked-167895353-processed-gene-0.1-mRNA-1 16 9298981 1284M MD:Z:1284 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-167894133-processed-gene-0.1-mRNA-1 16 7716599 2502M MD:Z:41T897T34T470G47T9C491T327G178 NM:i:8
myseq9000.fa.r112 0.99 augustus_masked-167892212-processed-gene-0.0-mRNA-1 0 9183763 318M MD:Z:131G97T88 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-167892059-processed-gene-0.1-mRNA-1 16 9239196 1935M MD:Z:616T440T271T197G249A157 NM:i:5
myseq9000.fa.r112 0.99 augustus_masked-167890542-processed-gene-0.0-mRNA-1 16 9217335 1146M MD:Z:384C35T13G141G113A3G127G131C56A117T7A8 NM:i:11
myseq3000.fa.r112 0.99 augustus_masked-167890012-processed-gene-0.1-mRNA-1 16 9196318 912M MD:Z:415T14C345T135 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-167879728-processed-gene-0.3-mRNA-1 0 9254900 1731M MD:Z:390G98A1049C4T1C2A4G176 NM:i:7
myseq12000.fa.r112 0.99 augustus_masked-167878875-processed-gene-0.0-mRNA-1 0 7657528 667M MD:Z:667 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-167877985-processed-gene-0.1-mRNA-1 0 7748908 487M MD:Z:487 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-167873175-processed-gene-0.1-mRNA-1 0 9301818 2826M MD:Z:303G241C89G150G290C13G167T76C55G43C61T60T55C67A25T93G162C209G262T52T333 NM:i:20
myseq9000.fa.r112 0.99 augustus_masked-167867781-processed-gene-0.6-mRNA-1 16 3484202 2382M MD:Z:81G56C1003T110G144A11G971 NM:i:6
myseq3000.fa.r112 0.99 augustus_masked-167867304-processed-gene-0.1-mRNA-1 0 9230032 690M MD:Z:690 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-167864363-processed-gene-0.2-mRNA-1 0 6753436 1731M MD:Z:527A107C11T32A108A154C192A191A105A228C66 NM:i:10
myseq12000.fa.r112 0.99 augustus_masked-167863336-processed-gene-0.0-mRNA-1 16 7714791 2640M MD:Z:405A9TT471G278C45T340C353C2G418T3T51A108T51C53A38 NM:i:15
myseq12000.fa.r112 0.99 augustus_masked-167855616-processed-gene-0.1-mRNA-1 0 7638241 582M MD:Z:4A9C55C511 NM:i:3
myseq3000.fa.r112 0.99 augustus_masked-167850591-processed-gene-0.0-mRNA-1 16 9300085 2058M MD:Z:423C134A217G272T120G238T152G118G157C11A177T28 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-167850314-processed-gene-0.12-mRNA-1 0 7598894 471M MD:Z:48T422 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-167843763-processed-gene-0.1-mRNA-1 0 7748418 1626M MD:Z:172C639C6G50C10G89T106C3G1A6G9G1T3T1C2C513 NM:i:15
myseq6000.fa.r112 0.99 augustus_masked-167843124-processed-gene-0.2-mRNA-1 16 6710419 477M MD:Z:111T365 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-167842912-processed-gene-0.2-mRNA-1 16 9201045 536M MD:Z:79T9T7A46C16G141G157A74 NM:i:7
myseq6000.fa.r112 0.99 augustus_masked-167841212-processed-gene-0.6-mRNA-1 16 6711180 600M MD:Z:145C3T70A251G23T103 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-167841204-processed-gene-0.12-mRNA-1 0 7684043 432M MD:Z:432 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-167841173-processed-gene-0.8-mRNA-1 0 373748 2250M MD:Z:176T81T141A716A527T120T483 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-167841040-processed-gene-0.6-mRNA-1 0 7627215 2400M MD:Z:769G1302G327 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-167840748-processed-gene-0.0-mRNA-1 0 7589140 2490M MD:Z:734T1241A513 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-167840564-processed-gene-0.1-mRNA-1 0 7751112 2445M MD:Z:48C80T223C141G27A125C12A84G225C616A182A671 NM:i:11
myseq3000.fa.r112 0.99 augustus_masked-167840051-processed-gene-0.10-mRNA-1 0 9166092 1839M MD:Z:1502G336 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-167839618-processed-gene-0.2-mRNA-1 0 9139162 2448M MD:Z:389T509G349G1198 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-167839493-processed-gene-0.0-mRNA-1 16 7020241 519M MD:Z:128T132C61C120A19T14G39 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-167838072-processed-gene-0.0-mRNA-1 16 7599522 507M MD:Z:9A41C38G387C28 NM:i:4
myseq3000.fa.r112 0.99 augustus_masked-167836486-processed-gene-0.1-mRNA-1 16 9192406 294M MD:Z:294 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-167836384-processed-gene-0.6-mRNA-1 0 9298381 2496M MD:Z:10C164C267A28G28A112G1G38A51C29G2G35C95T1145T477 NM:i:14
myseq12000.fa.r112 0.99 augustus_masked-167835013-processed-gene-0.8-mRNA-1 0 7738587 2307M MD:Z:14A89G532G342G24T5G45T323G91G478T354 NM:i:10
myseq3000.fa.r112 0.99 augustus_masked-167832312-processed-gene-0.5-mRNA-1 0 8673073 198M MD:Z:198 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-167831522-processed-gene-0.7-mRNA-1 16 6815795 540M MD:Z:124C4A132G277 NM:i:3
myseq3000.fa.r112 0.99 augustus_masked-167831455-processed-gene-0.0-mRNA-1 0 9178143 575M MD:Z:156A134C37A115G27T101 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-167831409-processed-gene-0.8-mRNA-1 16 7590650 1944M MD:Z:470A66C204C376A824 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-167830933-processed-gene-0.4-mRNA-1 16 7749244 354M MD:Z:230T69C53 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-167830304-processed-gene-0.1-mRNA-1 16 9254666 687M MD:Z:31T655 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-167827998-processed-gene-0.3-mRNA-1 0 7104080 2169M MD:Z:221C6C63G61C72T57G103A373C123G54A6C57C17C53C113C15C36A15C107G204C393 NM:i:20
myseq0.fa.r112 0.99 augustus_masked-167827970-processed-gene-0.8-mRNA-1 16 310254 588M MD:Z:257C215G92C21 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-167827913-processed-gene-0.8-mRNA-1 0 4854282 177M MD:Z:177 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-167827410-processed-gene-0.9-mRNA-1 0 7592687 372M MD:Z:149A95A126 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-167826540-processed-gene-0.8-mRNA-1 0 7056534 2406M MD:Z:3T421G203G45A351C929A359G13A43T30 NM:i:9
myseq0.fa.r112 0.99 augustus_masked-167826540-processed-gene-0.5-mRNA-1 16 7164598 2547M MD:Z:118G248G152G744T275G960G44 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-167821462-processed-gene-0.1-mRNA-1 0 7718826 270M MD:Z:270 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-167819940-processed-gene-0.1-mRNA-1 0 7586676 690M MD:Z:74C6T374A20T212 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-167819717-processed-gene-0.0-mRNA-1 0 7638435 4314M MD:Z:253G267T530A107C2G258A199G586C109A838C557A577C19 NM:i:12
myseq9000.fa.r112 0.99 augustus_masked-167819461-processed-gene-0.6-mRNA-1 0 9228085 2775M MD:Z:500C403C683G853G332 NM:i:4
myseq0.fa.r112 0.99 augustus_masked-167819248-processed-gene-0.0-mRNA-1 16 7124877 4121M MD:Z:161G103G20G16C111N76C46AT708C83T28T17C273T953A1C22A102T96G226T73G88T60T87T10T29A68C41C13C108G21A411A39 NM:i:31
myseq0.fa.r112 0.99 augustus_masked-167816264-processed-gene-0.2-mRNA-1 16 2504898 285M MD:Z:97C36T150 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-167816065-processed-gene-0.2-mRNA-1 0 7639046 2514M MD:Z:40G55C164G458A686TT18T65C6G44A8T21G4G128A299C503 NM:i:15
