bin coverage transcript strand gene cigar MD NM
cdhit-output-4_11.iteration.1 0.99 augustus_masked-167839618-processed-gene-0.2-mRNA-1 0 3288190 2448M MD:Z:389G509G1548 NM:i:2
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167838072-processed-gene-0.0-mRNA-1 0 3665170 507M MD:Z:28G184G202C80T9 NM:i:4
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167836486-processed-gene-0.1-mRNA-1 16 2915208 294M MD:Z:52C241 NM:i:1
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167835013-processed-gene-0.8-mRNA-1 16 3664129 2307M MD:Z:354A894A45C5A24C342C532C89T14 NM:i:8
cdhit-output-4_11.iteration.1 0.99 augustus_masked-167832312-processed-gene-0.5-mRNA-1 16 3230595 198M MD:Z:198 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-167831522-processed-gene-0.7-mRNA-1 16 3873554 540M MD:Z:124C4A132G277 NM:i:3
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167831455-processed-gene-0.0-mRNA-1 0 2857297 575M MD:Z:230C14G165C163 NM:i:3
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167831409-processed-gene-0.8-mRNA-1 16 3751076 1944M MD:Z:470A66C204C376A824 NM:i:4
cdhit-output-4_16.iteration.1 0.99 augustus_masked-167830933-processed-gene-0.4-mRNA-1 0 3024574 354M MD:Z:53G69A230 NM:i:2
cdhit-output-4_14.iteration.1 0.99 augustus_masked-167830304-processed-gene-0.1-mRNA-1 0 3012003 687M MD:Z:655A31 NM:i:1
cdhit-output-4_8.iteration.1 0.99 augustus_masked-167827970-processed-gene-0.8-mRNA-1 16 4462006 588M MD:Z:257C215G92C21 NM:i:3
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167827913-processed-gene-0.8-mRNA-1 0 3729552 177M MD:Z:177 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167827410-processed-gene-0.9-mRNA-1 0 3674166 372M MD:Z:149A95A126 NM:i:2
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167826540-processed-gene-0.8-mRNA-1 16 2915040 2406M MD:Z:30A122A294T929G351T45C203C421A3 NM:i:8
cdhit-output-4_8.iteration.1 0.99 augustus_masked-167826540-processed-gene-0.5-mRNA-1 0 4560308 2547M MD:Z:449T555C275A744C152C248C118 NM:i:6
cdhit-output-4_17.iteration.1 0.99 augustus_masked-167823827-processed-gene-0.1-mRNA-1 16 3052125 2046M MD:Z:201A277T455C28C678TT401 NM:i:6
cdhit-output-4_13.iteration.1 0.99 augustus_masked-167821462-processed-gene-0.1-mRNA-1 16 3879205 270M MD:Z:270 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167819940-processed-gene-0.1-mRNA-1 16 3751401 690M MD:Z:212A20T374A6G74 NM:i:4
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167819717-processed-gene-0.0-mRNA-1 16 3751276 4314M MD:Z:187G73A335T557G954A568G211T258C2G107T241C288A267C253 NM:i:13
cdhit-output-4_15.iteration.1 0.99 augustus_masked-167819461-processed-gene-0.6-mRNA-1 16 3575779 2775M MD:Z:332C853C683A403G500 NM:i:4
cdhit-output-4_9.iteration.3 0.99 augustus_masked-167816264-processed-gene-0.2-mRNA-1 16 3587466 285M MD:Z:97C36T150 NM:i:2
cdhit-output-4_17.iteration.1 0.99 augustus_masked-167816065-processed-gene-0.2-mRNA-1 0 2991922 2514M MD:Z:40G55C164G191A145A110A113T2A87G491TT18T65C6G44A8T21G4G128A299C503 NM:i:20
cdhit-output-4_19.iteration.1 0.99 augustus_masked-167815241-processed-gene-0.0-mRNA-1 0 811794 1557M MD:Z:905T651 NM:i:1
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167814839-processed-gene-0.0-mRNA-1 16 3751758 2530M MD:Z:74C44G75A163A116C872T66T139CA306G226A438 NM:i:11
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167814796-processed-gene-0.9-mRNA-1 16 3751769 354M MD:Z:354 NM:i:0
cdhit-output-4_19.iteration.1 0.99 augustus_masked-167814774-processed-gene-0.0-mRNA-1 16 810758 1245M MD:Z:129T1T10T311T64A28G159C242C104C79G108 NM:i:10
cdhit-output-4_9.iteration.1 0.99 augustus_masked-167813951-processed-gene-0.1-mRNA-1 0 3260548 2396M MD:Z:254C21C1312A806 NM:i:3
cdhit-output-4_8.iteration.1 0.99 augustus_masked-167813562-processed-gene-0.1-mRNA-1 16 4559795 2124M MD:Z:410A486T1226 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-167812132-processed-gene-0.6-mRNA-1 16 3260847 2697M MD:Z:254T131G90C344A851C13A54T40G143T226A49A193T7T58G121A12A3T91 NM:i:17
cdhit-output-4_19.iteration.1 0.99 augustus_masked-167812046-processed-gene-0.2-mRNA-1 16 831934 675M MD:Z:11A165A497 NM:i:2
cdhit-output-4_14.iteration.1 0.99 augustus_masked-167810256-processed-gene-0.1-mRNA-1 16 3011515 549M MD:Z:130G418 NM:i:1
cdhit-output-4_17.iteration.1 0.99 augustus_masked-167809980-processed-gene-0.1-mRNA-1 16 2983669 2253M MD:Z:1295C204G752 NM:i:2
cdhit-output-4_14.iteration.1 0.99 augustus_masked-167809606-processed-gene-0.2-mRNA-1 0 2939856 2646M MD:Z:102C755T203C208G429A944 NM:i:5
cdhit-output-4_16.iteration.1 0.99 augustus_masked-167809299-processed-gene-0.0-mRNA-1 16 3092505 1992M MD:Z:951A120A223A218T2G39C136A296 NM:i:7
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167808003-processed-gene-0.0-mRNA-1 0 2914740 381M MD:Z:246C134 NM:i:1
cdhit-output-4_15.iteration.1 0.99 augustus_masked-167807546-processed-gene-0.0-mRNA-1 16 3575376 489M MD:Z:9T227C161T89 NM:i:3
cdhit-output-4_8.iteration.1 0.99 augustus_masked-167807106-processed-gene-0.10-mRNA-1 16 4560211 669M MD:Z:113T304A250 NM:i:2
cdhit-output-4_17.iteration.1 0.99 augustus_masked-167806957-processed-gene-0.4-mRNA-1 16 3052234 465M MD:Z:62C9A176C215 NM:i:3
cdhit-output-4_13.iteration.1 0.99 augustus_masked-167806541-processed-gene-0.2-mRNA-1 0 3888736 1875M MD:Z:935T443A164C330 NM:i:3
cdhit-output-4_19.iteration.1 0.99 augustus_masked-167804601-processed-gene-0.8-mRNA-1 16 831751 210M MD:Z:210 NM:i:0
cdhit-output-4_16.iteration.1 0.99 augustus_masked-167802831-processed-gene-0.0-mRNA-1 0 3092893 1566M MD:Z:1566 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167799996-processed-gene-0.7-mRNA-1 16 3751667 1104M MD:Z:366G725A11 NM:i:2
cdhit-output-4_16.iteration.1 0.99 augustus_masked-167799936-processed-gene-0.1-mRNA-1 0 3093329 1836M MD:Z:1836 NM:i:0
cdhit-output-4_12.iteration.1 0.99 augustus_masked-167798865-processed-gene-0.2-mRNA-1 0 3364345 645M MD:Z:129A153G15C196A148 NM:i:4
cdhit-output-4_17.iteration.1 0.99 augustus_masked-167798104-processed-gene-0.0-mRNA-1 0 3052625 2253M MD:Z:87T87T35A463T2A52C25C30A9C103C1350 NM:i:10
cdhit-output-4_18.iteration.3 0.99 augustus_masked-167798003-processed-gene-0.26-mRNA-1 16 4637047 321M MD:Z:136C65G118 NM:i:2
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167797303-processed-gene-0.1-mRNA-1 16 2915385 1686M MD:Z:1686 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-167797150-processed-gene-0.5-mRNA-1 16 3958209 2868M MD:Z:807C5G5G19T46T742A152G121C75C147T46G172C218T262A37 NM:i:14
cdhit-output-4_16.iteration.1 0.99 augustus_masked-167795672-processed-gene-0.2-mRNA-1 16 3093019 1239M MD:Z:165C106T405T103T30C57T367 NM:i:6
cdhit-output-4_14.iteration.1 0.99 augustus_masked-167794801-processed-gene-0.15-mRNA-1 16 3011852 354M MD:Z:137T216 NM:i:1
cdhit-output-4_10.iteration.2 0.99 augustus_masked-167793158-processed-gene-0.10-mRNA-1 16 3112826 300M MD:Z:153A146 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-167765273-processed-gene-0.0-mRNA-1 16 3287853 1458M MD:Z:686A771 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-167458657-processed-gene-0.0-mRNA-1 16 3287907 780M MD:Z:275A38C143C108G182C29 NM:i:5
cdhit-output-4_8.iteration.1 0.99 augustus_masked-167353990-processed-gene-0.0-mRNA-1 0 4460365 2049M MD:Z:42T73G2T34T21C28A34G113C497G88A140G38A18C74A7G20T6A7G143G262C41G37A19C282 NM:i:23
cdhit-output-4_9.iteration.1 0.99 augustus_masked-167351915-processed-gene-0.0-mRNA-1 0 3259882 2226M MD:Z:15A16A60A15A35T14A54C26T67A55A212A208T193G14G1228 NM:i:14
cdhit-output-4_16.iteration.1 0.99 augustus_masked-167338262-processed-gene-0.0-mRNA-1 0 3038373 1031M MD:Z:1031 NM:i:0
cdhit-output-4_9.iteration.2 0.99 augustus_masked-167263424-processed-gene-0.2-mRNA-1 0 3302328 285M MD:Z:56T68G159 NM:i:2
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167243328-processed-gene-0.0-mRNA-1 16 2845297 2139M MD:Z:156T40A208T58A293G17G92G365A8G308A58A45C75T37T121G39A203 NM:i:16
cdhit-output-4_16.iteration.1 0.99 augustus_masked-167236155-processed-gene-0.0-mRNA-1 0 3093060 2943M MD:Z:460C27T729G88A71C243G30G91T251A103A151G45T183A110A97C116G132 NM:i:16
cdhit-output-4_12.iteration.1 0.99 augustus_masked-167219112-processed-gene-0.0-mRNA-1 16 3364598 435M MD:Z:39T145T44A204 NM:i:3
cdhit-output-4_12.iteration.1 0.99 augustus_masked-167210170-processed-gene-0.0-mRNA-1 0 3364679 1200M MD:Z:425G38G137T340C256 NM:i:4
cdhit-output-4_14.iteration.1 0.99 augustus_masked-167204387-processed-gene-0.0-mRNA-1 16 3011379 318M MD:Z:318 NM:i:0
cdhit-output-4_12.iteration.1 0.99 augustus_masked-167201819-processed-gene-0.1-mRNA-1 16 3365174 2595M MD:Z:1431C102A67A316C675 NM:i:4
cdhit-output-4_12.iteration.1 0.99 augustus_masked-167196574-processed-gene-0.1-mRNA-1 0 3291442 372M MD:Z:176G40T154 NM:i:2
cdhit-output-4_17.iteration.1 0.99 augustus_masked-167187769-processed-gene-0.0-mRNA-1 0 3051598 402M MD:Z:155T246 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167183012-processed-gene-0.0-mRNA-1 0 2846672 405M MD:Z:20G54A8A234T85 NM:i:4
cdhit-output-4_9.iteration.1 0.99 augustus_masked-167174538-processed-gene-0.0-mRNA-1 0 3182506 2145M MD:Z:14G18G148C421G12G131T29A316T84AA34G2G89G17T8T92T449G114C79T11T2T54 NM:i:21
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167152372-processed-gene-0.0-mRNA-1 0 2915597 1644M MD:Z:1644 NM:i:0
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167141554-processed-gene-0.0-mRNA-1 0 2849947 372M MD:Z:301A70 NM:i:1
cdhit-output-4_14.iteration.1 0.99 augustus_masked-167130107-processed-gene-0.1-mRNA-1 16 3011406 1785M MD:Z:250T1067A52A15T2A66G63G263 NM:i:7
cdhit-output-4_15.iteration.1 0.99 augustus_masked-167122188-processed-gene-0.0-mRNA-1 0 3575241 867M MD:Z:398T71G378C17 NM:i:3
cdhit-output-4_17.iteration.1 0.99 augustus_masked-167109802-processed-gene-0.1-mRNA-1 0 3052110 981M MD:Z:39C42A39G39T11G806 NM:i:5
cdhit-output-4_11.iteration.1 0.99 augustus_masked-167095954-processed-gene-0.2-mRNA-1 0 3288142 975M MD:Z:104T242C59A8G27C43G2T40T3T169C168C9T89 NM:i:12
cdhit-output-4_14.iteration.1 0.99 augustus_masked-167051515-processed-gene-0.0-mRNA-1 0 3011794 693M MD:Z:18A674 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-167050507-processed-gene-0.1-mRNA-1 0 3288036 2877M MD:Z:304G894G1677 NM:i:2
cdhit-output-4_11.iteration.1 0.99 augustus_masked-167048256-processed-gene-0.1-mRNA-1 0 666688 429M MD:Z:37G37T26G159C10T18C79A37G18 NM:i:8
cdhit-output-4_15.iteration.1 0.99 augustus_masked-167045582-processed-gene-0.0-mRNA-1 16 3575610 1578M MD:Z:132G94T46A52T125C26T59C86T33C34A35A8C63T5T56T63G26G6T58G51T56T36A117T74G57G18C94G41 NM:i:27
cdhit-output-4_18.iteration.1 0.99 augustus_masked-167033022-processed-gene-0.0-mRNA-1 16 3666854 2421M MD:Z:573G259A38T205G6T57C294C46A84G92C439C317 NM:i:11
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167019942-processed-gene-0.1-mRNA-1 16 2851560 2106M MD:Z:528C79C12C14T65C507C181A23A100G16G148T46C134C120T11C107 NM:i:15
cdhit-output-4_10.iteration.1 0.99 augustus_masked-167012834-processed-gene-0.1-mRNA-1 16 2915108 315M MD:Z:315 NM:i:0
cdhit-output-4_14.iteration.5 0.99 augustus_masked-166985867-processed-gene-0.0-mRNA-1 16 3219027 348M MD:Z:117A42T1C40T25A93T3A15C4 NM:i:8
cdhit-output-4_17.iteration.1 0.99 augustus_masked-166981598-processed-gene-0.0-mRNA-1 16 3052095 327M MD:Z:327 NM:i:0
cdhit-output-4_18.iteration.2 0.99 augustus_masked-166956473-processed-gene-0.0-mRNA-1 0 4285861 408M MD:Z:34A9T9A4G15C140A21T64C5G98 NM:i:9
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166951630-processed-gene-0.0-mRNA-1 0 3215346 1417M MD:Z:343C27T465C579 NM:i:3
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166947119-processed-gene-0.0-mRNA-1 0 2915402 1821M MD:Z:97C185C36C500TC4G5T3A592A140C249 NM:i:10
cdhit-output-4_8.iteration.1 0.99 augustus_masked-166939593-processed-gene-0.0-mRNA-1 16 4560206 405M MD:Z:405 NM:i:0
cdhit-output-4_12.iteration.3 0.99 augustus_masked-166933213-processed-gene-0.0-mRNA-1 16 3462820 927M MD:Z:807G119 NM:i:1
cdhit-output-4_15.iteration.1 0.99 augustus_masked-166928994-processed-gene-0.0-mRNA-1 0 3576042 822M MD:Z:120A72G78G11C11C125C91C307 NM:i:7
cdhit-output-4_8.iteration.1 0.99 augustus_masked-166926399-processed-gene-0.0-mRNA-1 0 4475472 2766M MD:Z:32G78T1A59C8G426TC7G112G25G208T249A375C231A127C74A426A150C33A47C78 NM:i:20
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166924171-processed-gene-0.0-mRNA-1 16 2915499 1476M MD:Z:675C143A456C79T22A96 NM:i:5
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166918682-processed-gene-0.1-mRNA-1 0 3261120 1350M MD:Z:26T86T112A3C174T37T56A164C684 NM:i:8
cdhit-output-4_12.iteration.2 0.99 augustus_masked-166907323-processed-gene-0.1-mRNA-1 0 2804245 1077M MD:Z:44G30C106G19A57G22C119G74T55C13G16G21T41C34G54C14C188AT85G3A25A9T26 NM:i:22
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166888896-processed-gene-0.0-mRNA-1 16 3260074 504M MD:Z:372C131 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166882857-processed-gene-0.0-mRNA-1 0 3239426 1125M MD:Z:141C368G172G139C247G53 NM:i:5
cdhit-output-4_14.iteration.1 0.99 augustus_masked-166875524-processed-gene-0.0-mRNA-1 0 3011435 1515M MD:Z:31A150T255G272A306G325TG130A38 NM:i:8
cdhit-output-4_8.iteration.3 0.99 augustus_masked-166871153-processed-gene-0.0-mRNA-1 16 5264909 339M MD:Z:138C1G38C17G135T5 NM:i:5
cdhit-output-4_8.iteration.1 0.99 augustus_masked-166864868-processed-gene-0.1-mRNA-1 16 4560139 528M MD:Z:19A213G54A91T53T31A61 NM:i:6
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166864467-processed-gene-0.1-mRNA-1 16 3184193 360M MD:Z:31T14C64A163A14A69 NM:i:5
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166846130-processed-gene-0.1-mRNA-1 0 2858656 1251M MD:Z:483G459G307 NM:i:2
cdhit-output-4_17.iteration.1 0.99 augustus_masked-166842099-processed-gene-0.1-mRNA-1 0 3051767 1881M MD:Z:112C48T377C35T127A175G349C198G91C107G87A19C87GC55 NM:i:14
cdhit-output-4_14.iteration.1 0.99 augustus_masked-166824984-processed-gene-0.0-mRNA-1 16 3011332 435M MD:Z:93C341 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166819306-processed-gene-0.0-mRNA-1 0 3216048 1293M MD:Z:27T61A49A54T57A301T293T332G111 NM:i:8
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166813204-processed-gene-0.0-mRNA-1 16 3184037 987M MD:Z:59C391T101C14C28A389 NM:i:5
cdhit-output-4_12.iteration.1 0.99 augustus_masked-166806025-processed-gene-0.0-mRNA-1 16 3364475 1998M MD:Z:149T772A18T187G330C168A217G150 NM:i:7
cdhit-output-4_13.iteration.1 0.99 augustus_masked-166802270-processed-gene-0.1-mRNA-1 0 3875587 1186M MD:Z:53T50A17A32C212T131C685 NM:i:6
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166799071-processed-gene-0.0-mRNA-1 0 3260944 999M MD:Z:29A240G184G29G295C27C30C17G1AG29A1C21G83 NM:i:13
cdhit-output-4_15.iteration.1 0.99 augustus_masked-166796671-processed-gene-0.2-mRNA-1 16 3575819 534M MD:Z:90C27G17G29G13G31T12C27C63C10C34G170 NM:i:11
cdhit-output-4_17.iteration.1 0.99 augustus_masked-166795133-processed-gene-0.1-mRNA-1 0 3051967 1323M MD:Z:122C762G52C15A58T309 NM:i:5
cdhit-output-4_8.iteration.5 0.99 augustus_masked-166775230-processed-gene-0.0-mRNA-1 0 3348699 390M MD:Z:9A81G42C97A43T113 NM:i:5
cdhit-output-4_13.iteration.1 0.99 augustus_masked-166751873-processed-gene-0.0-mRNA-1 16 3876031 1446M MD:Z:149C207G239A518C84C146A97 NM:i:6
cdhit-output-4_8.iteration.1 0.99 augustus_masked-166722433-processed-gene-0.0-mRNA-1 0 4560013 957M MD:Z:101G128C56C62A35C221C236G33T77 NM:i:8
cdhit-output-4_18.iteration.1 0.99 augustus_masked-166699671-processed-gene-0.0-mRNA-1 0 3670322 867M MD:Z:62G62T40T434C39C225 NM:i:5
cdhit-output-4_13.iteration.1 0.99 augustus_masked-166694858-processed-gene-0.0-mRNA-1 0 3957509 2358M MD:Z:227C24A86T85G812T32AA34C84A38G241T684 NM:i:11
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166691276-processed-gene-0.0-mRNA-1 16 3206804 1086M MD:Z:85A479C125T394 NM:i:3
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166688901-processed-gene-0.1-mRNA-1 0 3259936 1110M MD:Z:42T59A134G19T61G126G566G96 NM:i:7
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166676506-processed-gene-0.0-mRNA-1 0 3217014 822M MD:Z:399C158G69G193 NM:i:3
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166665649-processed-gene-0.0-mRNA-1 0 2877029 942M MD:Z:134G70G282A61G78A110A201 NM:i:6
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166658789-processed-gene-0.2-mRNA-1 0 3261046 1173M MD:Z:106G364G701 NM:i:2
cdhit-output-4_17.iteration.1 0.99 augustus_masked-166653679-processed-gene-0.0-mRNA-1 0 3052560 414M MD:Z:414 NM:i:0
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166638775-processed-gene-0.0-mRNA-1 0 3215491 702M MD:Z:695T6 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166637586-processed-gene-0.0-mRNA-1 16 2846910 1875M MD:Z:279A110A341G1142 NM:i:3
cdhit-output-4_16.iteration.1 0.99 augustus_masked-166635318-processed-gene-0.0-mRNA-1 16 3093480 2145M MD:Z:82G88A80A53A211T214G133A128A137A18T82A133T57G2C95G39T139G26C254C34C83A36 NM:i:21
cdhit-output-4_17.iteration.1 0.99 augustus_masked-166634215-processed-gene-0.0-mRNA-1 0 3052583 2040M MD:Z:206C16A231G167C71T69A586C149T453T83 NM:i:9
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166611303-processed-gene-0.1-mRNA-1 16 3220725 381M MD:Z:170A210 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166603339-processed-gene-0.2-mRNA-1 16 2915601 3018M MD:Z:266G15T650A755A78T34G38A176C500C28C51G5T19C213A176 NM:i:14
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166602925-processed-gene-0.1-mRNA-1 0 3260606 450M MD:Z:169C171G41T27G38 NM:i:4
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166598762-processed-gene-0.0-mRNA-1 16 2845068 1425M MD:Z:3A161C134G152C75G336A378G179 NM:i:7
cdhit-output-4_9.iteration.4 0.99 augustus_masked-166582141-processed-gene-0.1-mRNA-1 16 2223060 231M MD:Z:8T81C140 NM:i:2
cdhit-output-4_13.iteration.1 0.99 augustus_masked-166575899-processed-gene-0.0-mRNA-1 16 3896167 411M MD:Z:13A44G53CC152C144 NM:i:5
cdhit-output-4_15.iteration.1 0.99 augustus_masked-166569327-processed-gene-0.1-mRNA-1 0 3575509 1545M MD:Z:157C1T1A56A39T28C158C205G354A68G203G264 NM:i:11
cdhit-output-4_16.iteration.1 0.99 augustus_masked-166562382-processed-gene-0.0-mRNA-1 16 3093402 1715M MD:Z:55T290G482TA427A70A71G313 NM:i:7
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166546170-processed-gene-0.0-mRNA-1 0 2911135 2133M MD:Z:40A172T148T42A115T48G36A62C69C860T18G142A208A60T99 NM:i:14
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166532123-processed-gene-0.1-mRNA-1 16 2914859 819M MD:Z:5C89A194C129A40T6T24T3C105A3C12T30T167 NM:i:12
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166526482-processed-gene-0.0-mRNA-1 0 2914635 930M MD:Z:119T8G21G178C11G26G35A35A41T192T8T55T24G1C162 NM:i:14
cdhit-output-4_16.iteration.1 0.99 augustus_masked-166510344-processed-gene-0.1-mRNA-1 0 3019383 309M MD:Z:104C95A66C41 NM:i:3
cdhit-output-4_12.iteration.1 0.99 augustus_masked-166503683-processed-gene-0.4-mRNA-1 16 3364841 456M MD:Z:456 NM:i:0
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166481277-processed-gene-0.0-mRNA-1 16 3258288 780M MD:Z:299G10A99T257C21C16C39T32 NM:i:7
cdhit-output-4_15.iteration.2 0.99 augustus_masked-166474842-processed-gene-0.1-mRNA-1 16 3595447 345M MD:Z:103C45G170C24 NM:i:3
cdhit-output-4_14.iteration.1 0.99 augustus_masked-166462832-processed-gene-0.0-mRNA-1 0 2940155 1158M MD:Z:27A490G639 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166443000-processed-gene-0.0-mRNA-1 16 3182681 1908M MD:Z:1908 NM:i:0
cdhit-output-4_19.iteration.5 0.99 augustus_masked-166434217-processed-gene-0.0-mRNA-1 0 2192846 321M MD:Z:30A39G31A124C3G38G33A16 NM:i:7
cdhit-output-4_12.iteration.1 0.99 augustus_masked-166432650-processed-gene-0.0-mRNA-1 0 3364851 2556M MD:Z:158A14C131C111G9TG176T138G67A182T14A5A267A269G250C750 NM:i:15
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166421319-processed-gene-0.0-mRNA-1 0 2845537 540M MD:Z:15C444G79 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166414248-processed-gene-0.0-mRNA-1 16 3182935 1032M MD:Z:78C15G317A25A11G136G18C25T28A101G95C37C123T10 NM:i:13
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166402395-processed-gene-0.0-mRNA-1 0 2847864 1962M MD:Z:543T13C14G102T376C152G179T161G195G218 NM:i:9
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166399036-processed-gene-0.0-mRNA-1 16 3243534 378M MD:Z:378 NM:i:0
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166397571-processed-gene-0.0-mRNA-1 0 3192537 942M MD:Z:443G498 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166396561-processed-gene-0.0-mRNA-1 16 2914744 396M MD:Z:247A79T68 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-166396019-processed-gene-0.0-mRNA-1 0 3205283 2200M MD:Z:51T15C45TT3T13A36TT63G29G11A16C72A105A1613G113 NM:i:15
cdhit-output-4_14.iteration.1 0.99 augustus_masked-166393132-processed-gene-0.0-mRNA-1 0 3011648 1155M MD:Z:512A473A24C40A102 NM:i:4
cdhit-output-4_17.iteration.1 0.99 augustus_masked-166363357-processed-gene-0.0-mRNA-1 0 2987639 714M MD:Z:8A5C452A23GA221 NM:i:5
cdhit-output-4_10.iteration.2 0.99 augustus_masked-166350556-processed-gene-0.0-mRNA-1 0 3112338 1491M MD:Z:558A1T31A295C76C63G139C321 NM:i:7
cdhit-output-4_18.iteration.1 0.99 augustus_masked-166345751-processed-gene-0.0-mRNA-1 0 3751006 1572M MD:Z:29T47T66G73G74G1A66A38C41T29G31TG30A126T141A92C29G642 NM:i:17
cdhit-output-4_14.iteration.1 0.99 augustus_masked-166329013-processed-gene-0.0-mRNA-1 16 2940853 2487M MD:Z:266C1153T159C238A73G593 NM:i:5
cdhit-output-4_12.iteration.2 0.99 augustus_masked-166326356-processed-gene-0.0-mRNA-1 16 2804484 501M MD:Z:89C6T58T158T90A95 NM:i:5
cdhit-output-4_13.iteration.1 0.99 augustus_masked-166303890-processed-gene-0.0-mRNA-1 16 3957512 2484M MD:Z:168T2G476TT94A149C65A406C1116 NM:i:8
cdhit-output-4_12.iteration.1 0.99 augustus_masked-166278787-processed-gene-0.0-mRNA-1 0 3365024 1299M MD:Z:87T85C9T172A662G251G5T21 NM:i:7
cdhit-output-4_10.iteration.1 0.99 augustus_masked-166273037-processed-gene-0.0-mRNA-1 0 2914993 1529M MD:Z:106T19C391G198A242A46C208A186C59G54T10 NM:i:10
cdhit-output-4_16.iteration.1 0.99 augustus_masked-166272012-processed-gene-0.0-mRNA-1 16 3037717 1235M MD:Z:140A37T111C486A222GC27T170G10T7A15 NM:i:10
cdhit-output-4_12.iteration.1 0.99 augustus_masked-166218451-processed-gene-0.0-mRNA-1 0 3364553 2670M MD:Z:114G20G64T1961A143G107T255 NM:i:6
cdhit-output-4_14.iteration.3 0.99 augustus_masked-166206904-processed-gene-0.0-mRNA-1 16 3758176 438M MD:Z:301A91A34T9 NM:i:3
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166200433-processed-gene-0.0-mRNA-1 0 3288238 1080M MD:Z:4C36G29G107T101A366T65G365 NM:i:7
cdhit-output-4_12.iteration.1 0.99 augustus_masked-166196975-processed-gene-0.2-mRNA-1 0 3318899 1035M MD:Z:373C159G286G79G134 NM:i:4
cdhit-output-4_17.iteration.1 0.99 augustus_masked-166196620-processed-gene-0.0-mRNA-1 0 308002 1839M MD:Z:1511T327 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-166088674-processed-gene-0.0-mRNA-1 16 3288430 318M MD:Z:55C262 NM:i:1
cdhit-output-4_8.iteration.1 0.99 augustus_masked-166088545-processed-gene-0.1-mRNA-1 0 4560264 456M MD:Z:191C264 NM:i:1
